GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALKVE001,ALKVE002,ALKVE003,ALKVE004,ALKVE005,ALKVE006,ALKVE007,ALKVE008,ALKVE009,ALKVE010,ALKVE011,ALKVE012,ALKVE013,ALKVE014,ALKVE015,ALKVE016,ALKVE017,ALKVE018,ALKVE019,ALKVE020,ALKVE021,ALKVE022,ALKVE023,ALKVE024,ALKVE025,ALKVE026,ALKVE027,NAME_M,ALKVM001,ALKVM002,ALKVM003,ALKVM004,ALKVM005,ALKVM006,ALKVM007,ALKVM008,ALKVM009,ALKVM010,ALKVM011,ALKVM012,ALKVM013,ALKVM014,ALKVM015,ALKVM016,ALKVM017,ALKVM018,ALKVM019,ALKVM020,ALKVM021,ALKVM022,ALKVM023,ALKVM024,ALKVM025,ALKVM026,ALKVM027
"G1900490","2019","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",10627,9368,47,0,101,165,49,312,659,242,6,12,153,97,430,352,108,1010,994,2204,1645,648,0,0,134,0,1259,"Dallas County, Iowa",1453,1320,81,165,151,224,71,291,416,230,11,20,123,114,308,289,140,909,557,809,713,489,165,165,119,165,761
"G1900610","2019","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",9769,9715,79,0,0,127,183,106,732,764,230,811,560,711,1189,577,504,1057,856,658,65,225,146,135,0,0,54,"Dubuque County, Iowa",1203,1200,85,165,165,100,144,158,502,590,215,429,356,353,719,463,315,508,542,417,94,287,187,219,165,165,57
"G1901030","2019","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",25704,24936,0,0,55,102,186,975,501,794,728,1377,647,647,783,1471,2417,2901,2813,3076,2408,1769,1260,26,0,0,768,"Johnson County, Iowa",1966,1980,165,165,92,136,223,662,336,602,583,662,519,342,384,765,705,945,883,980,723,817,738,45,165,165,423
"G1901130","2019","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",27440,26518,0,62,162,941,572,161,398,1775,2827,1579,2956,1886,1825,1999,1210,2235,2404,2119,599,342,79,0,326,61,922,"Linn County, Iowa",2427,2434,165,54,238,599,376,147,288,900,1104,735,940,657,927,872,608,899,1114,871,544,207,95,165,362,101,659
"G1901530","2019","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",66582,65207,292,226,143,728,234,553,616,1268,609,1482,1714,3307,4837,5909,8660,8242,8642,10476,3536,2886,583,80,0,184,1375,"Polk County, Iowa",3399,3348,215,317,167,503,264,373,369,793,330,677,675,970,1463,1506,1721,1583,1848,1932,1318,1169,360,83,165,315,840
"G1901550","2019","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",11402,10992,106,247,44,311,145,48,113,303,833,568,569,1176,503,787,1446,1313,885,1011,584,0,0,0,0,0,410,"Pottawattamie County, Iowa",1362,1360,94,318,71,193,188,80,78,238,531,277,359,569,224,494,784,582,410,489,359,165,165,165,165,165,244
"G1901630","2019","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",22418,21739,138,62,255,361,180,761,307,924,816,2808,1003,2258,1715,1655,2227,2069,739,1689,403,521,98,601,0,149,679,"Scott County, Iowa",1826,1908,217,105,285,337,230,479,195,438,482,947,524,905,673,624,915,850,365,705,287,290,111,495,165,132,297
"G1901690","2019","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",17293,16868,0,94,0,48,32,405,479,422,471,471,514,1764,719,1058,542,3440,1925,1905,823,1276,346,86,48,0,425,"Story County, Iowa",1522,1460,165,175,165,48,47,291,307,370,369,256,279,711,350,512,331,1220,913,1068,528,757,364,84,86,165,271
"G1901930","2019","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",13196,12060,264,9,6,258,147,75,572,514,858,518,1130,702,1254,1343,1321,1163,298,992,586,50,0,0,0,0,1136,"Woodbury County, Iowa",1501,1563,356,15,11,235,197,91,580,353,630,325,594,528,521,736,710,667,300,492,479,83,165,165,165,165,604
"G2000150","2019","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2000450","2019","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",24605,24184,0,772,0,491,285,234,339,567,1092,1144,2107,819,1433,1561,1601,2884,2160,4673,934,836,252,0,0,0,421,"Douglas County, Kansas",2101,1955,181,860,181,463,285,155,255,619,640,701,1216,429,818,608,785,923,1118,1348,608,715,377,181,181,181,510
"G2000910","2019","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",70827,69061,406,158,184,130,328,575,208,394,886,1032,469,2084,1954,3827,3467,12172,8835,14204,8681,6100,1134,697,183,953,1766,"Johnson County, Kansas",3281,3290,395,161,168,101,212,351,173,328,568,475,350,731,718,1059,951,1806,1449,1939,1427,1258,492,459,213,468,706
"G2001030","2019","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leavenworth County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2001610","2019","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",14795,14314,52,269,87,190,142,363,94,368,661,810,385,1738,1192,1016,743,1362,683,2348,833,914,64,0,0,0,481,"Riley County, Kansas",1505,1533,89,373,108,204,200,516,145,327,498,411,280,905,649,513,512,689,391,921,421,506,81,181,181,181,425
"G2001730","2019","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",75131,73129,708,678,449,626,1586,862,3810,4681,5006,6613,5715,5287,6700,5555,4991,5595,3754,5361,3194,1148,384,74,300,52,2002,"Sedgwick County, Kansas",3520,3540,448,392,344,342,711,439,1166,1084,1136,1548,1333,1426,1463,1422,1213,1256,1156,1113,1115,936,269,88,224,60,576
"G2001770","2019","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",24167,23477,813,103,376,269,514,981,1286,984,1521,1456,1210,1827,2974,1080,2277,1648,1942,932,451,419,189,0,176,49,690,"Shawnee County, Kansas",1745,1808,804,109,400,185,362,444,685,463,562,468,496,615,784,464,931,613,754,513,311,322,198,181,216,84,446
"G2002090","2019","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",25733,25096,1205,228,129,686,229,793,608,779,475,1699,942,3353,2762,1933,2289,2848,779,1933,952,474,0,0,0,0,637,"Wyandotte County, Kansas",1998,2019,568,180,172,466,190,421,503,377,390,620,310,903,1036,719,867,1053,432,820,569,303,181,181,181,181,424
"G2100150","2019","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2100290","2019","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2100370","2019","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",10788,10249,0,161,190,95,443,56,130,117,414,769,412,1909,1038,967,476,1174,495,920,329,121,33,0,0,0,539,"Campbell County, Kentucky",1249,1308,201,226,200,113,416,91,109,162,307,416,257,808,587,445,250,594,340,467,281,141,54,201,201,201,354
"G2100470","2019","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",13410,12753,298,179,226,46,177,371,542,1339,355,569,998,710,782,1317,251,877,1387,1312,893,0,124,0,0,0,657,"Christian County, Kentucky",1681,1686,298,254,275,85,241,327,460,769,226,299,700,595,532,843,280,584,657,661,416,201,222,201,201,201,527
"G2100590","2019","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",13257,12573,112,0,96,165,193,262,396,1267,771,1187,1733,349,2272,1550,722,315,488,256,160,131,0,0,148,0,684,"Daviess County, Kentucky",1491,1425,143,201,113,132,183,285,320,737,496,655,751,288,857,762,555,331,376,308,245,202,201,201,235,201,474
"G2100670","2019","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",61607,59963,112,308,68,913,358,611,633,1227,1251,2319,4820,4694,4597,4837,4099,9225,5862,6917,3066,2113,1632,208,93,0,1644,"Fayette County, Kentucky",3491,3402,144,251,93,448,278,521,338,564,580,832,1228,1114,1306,1438,1330,1610,1359,1213,1181,813,848,222,118,201,642
"G2100930","2019","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",15947,15074,0,190,0,22,0,336,676,419,1276,1387,1040,1035,1630,445,1064,2292,651,1233,518,608,252,0,0,0,873,"Hardin County, Kentucky",1772,1767,201,280,201,39,201,390,458,363,774,757,537,772,790,361,453,1119,367,556,399,480,262,201,201,201,575
"G2101110","2019","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",122937,117656,2200,1198,3433,2474,959,1616,1630,4153,4650,5849,5483,7063,9125,8449,7095,15078,10176,16471,5460,3694,520,284,473,123,5281,"Jefferson County, Kentucky",3999,3950,867,679,1136,997,479,839,598,1315,1321,1303,1298,1325,1946,1729,1695,2110,1940,2130,1222,1182,426,219,354,206,1141
"G2101170","2019","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",22108,21333,44,553,124,506,202,301,595,891,1213,1607,1111,1570,2628,2493,1955,1277,715,1982,372,797,52,0,345,0,775,"Kenton County, Kentucky",1966,1916,85,331,162,276,210,270,486,707,548,746,511,656,908,923,736,531,272,728,299,507,85,201,375,201,351
"G2101450","2019","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",11393,10791,103,0,0,763,106,790,292,552,1342,1415,1883,1536,282,418,126,609,83,318,53,120,0,0,0,0,602,"McCracken County, Kentucky",1511,1477,105,201,201,446,141,479,255,366,758,686,777,625,263,394,158,513,151,271,86,200,201,201,201,201,404
"G2101510","2019","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",13899,12490,228,27,90,146,42,162,482,823,1255,2646,1554,608,1243,744,528,765,640,251,226,30,0,0,0,0,1409,"Madison County, Kentucky",1338,1207,354,47,96,163,73,141,475,547,537,1011,780,378,737,514,354,371,448,234,261,53,201,201,201,201,602
"G2101850","2019","KY",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,"05000US21185","Oldham County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2102270","2019","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",21717,20576,214,544,0,252,284,209,1085,760,1480,2277,747,2847,2430,1600,819,2149,657,1663,474,85,0,0,0,0,1141,"Warren County, Kentucky",1903,1821,255,470,201,207,280,170,852,468,770,913,447,1102,1028,652,463,1128,410,744,373,147,201,201,201,201,642
"G2200050","2019","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ascension Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200150","2019","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",16574,15420,323,121,419,22,70,447,311,792,636,211,362,1341,768,855,938,1850,1484,2199,1439,668,164,0,0,0,1154,"Bossier Parish, Louisiana",1990,1949,468,218,419,39,96,317,428,592,501,241,313,678,500,652,668,912,716,995,968,400,208,224,224,224,790
"G2200170","2019","LA",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,"05000US22017","Caddo Parish, Louisiana",33871,30854,138,552,929,678,603,376,672,1486,2085,2309,2554,3844,3113,1785,1605,2662,1560,2118,1128,473,0,184,0,0,3017,"Caddo Parish, Louisiana",2746,2773,142,569,788,437,329,287,389,700,881,977,1126,1874,1383,809,918,967,716,973,661,339,224,225,224,224,1223
"G2200190","2019","LA",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,"05000US22019","Calcasieu Parish, Louisiana",26301,23556,515,0,776,801,788,362,685,1255,878,1624,1177,1616,531,809,1799,2377,1790,3227,986,1459,101,0,0,0,2745,"Calcasieu Parish, Louisiana",2788,2288,507,224,568,606,598,453,444,855,703,906,706,929,482,553,787,1081,945,1425,790,1036,178,224,224,224,1260
"G2200330","2019","LA",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,"05000US22033","East Baton Rouge Parish, Louisiana",64700,61311,811,924,837,898,699,1021,705,2264,1674,3429,2424,3768,4628,3431,5533,7610,5353,8907,3523,2276,341,255,0,0,3389,"East Baton Rouge Parish, Louisiana",3595,3505,509,742,522,547,549,681,361,1029,906,1316,1033,1120,1589,1237,1453,1775,1580,2031,1299,724,392,282,224,224,1182
"G2200450","2019","LA",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,,"05000US22045","Iberia Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iberia Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200510","2019","LA",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,,"05000US22051","Jefferson Parish, Louisiana",66587,62874,108,785,681,1016,497,63,587,200,425,1414,795,2580,2852,8388,8015,11338,6208,10411,4078,2111,263,59,0,0,3713,"Jefferson Parish, Louisiana",2864,2765,133,524,583,630,418,115,525,170,265,619,402,1191,1022,2098,1882,1982,1511,1852,1307,702,216,94,224,224,1221
"G2200550","2019","LA",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,,"05000US22055","Lafayette Parish, Louisiana",33731,29878,333,493,256,1108,0,383,255,839,1321,1741,2012,1920,2968,3013,2137,2928,2505,3812,1015,643,103,93,0,0,3853,"Lafayette Parish, Louisiana",3191,3225,356,378,244,829,224,389,314,529,801,892,1195,907,1080,1521,1040,1133,1164,1330,787,494,155,159,224,224,1186
"G2200570","2019","LA",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,,"05000US22057","Lafourche Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafourche Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200630","2019","LA",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,,"05000US22063","Livingston Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200710","2019","LA",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,,"05000US22071","Orleans Parish, Louisiana",76496,70290,1211,2037,2175,1569,1251,1374,1149,723,341,2418,945,2307,3195,4943,4248,10260,6900,8790,6376,5139,2123,625,141,50,6206,"Orleans Parish, Louisiana",3173,3052,572,817,834,575,506,599,571,424,278,780,414,721,841,937,1028,1565,1064,1452,1061,977,700,503,132,58,1183
"G2200730","2019","LA",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,,"05000US22073","Ouachita Parish, Louisiana",24624,22154,217,1125,927,675,539,829,813,1631,1640,1548,2929,2160,2345,788,550,830,913,1330,114,221,30,0,0,0,2470,"Ouachita Parish, Louisiana",2177,2028,188,601,441,500,400,568,625,858,812,997,1147,914,789,516,468,445,566,574,195,368,50,224,224,224,998
"G2200790","2019","LA",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,"05000US22079","Rapides Parish, Louisiana",17877,15242,111,100,534,322,295,304,357,770,1115,847,877,1439,2421,1712,755,1478,530,658,345,236,0,36,0,0,2635,"Rapides Parish, Louisiana",2174,1916,140,122,418,367,265,249,354,415,590,484,516,658,1070,932,625,793,403,503,369,202,224,58,224,224,1085
"G2200970","2019","LA",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,"05000US22097","St. Landry Parish, Louisiana",9830,9088,221,446,321,814,371,865,492,671,1331,880,528,603,787,346,203,189,20,0,0,0,0,0,0,0,742,"St. Landry Parish, Louisiana",1242,1206,211,391,269,735,300,508,296,377,809,538,416,440,668,398,200,235,39,224,224,224,224,224,224,224,452
"G2201030","2019","LA",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,"05000US22103","St. Tammany Parish, Louisiana",20028,18319,394,42,135,0,252,388,49,165,191,97,230,737,342,1626,1306,2196,2115,3908,1549,1910,512,175,0,0,1709,"St. Tammany Parish, Louisiana",2342,2336,549,73,215,224,366,424,86,199,225,93,171,610,262,824,945,856,892,1309,638,756,477,203,224,224,792
"G2201050","2019","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",12945,11451,58,122,145,235,77,768,289,720,804,787,224,911,619,907,1082,1138,1048,510,749,258,0,0,0,0,1494,"Tangipahoa Parish, Louisiana",2350,2364,76,181,178,262,92,832,420,566,779,556,171,538,483,727,737,892,705,372,721,370,224,224,224,224,646
"G2201090","2019","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrebonne Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2300010","2019","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",16084,15163,0,0,160,815,395,380,219,1036,116,668,443,956,1741,965,881,3011,835,2155,198,67,0,0,0,122,921,"Androscoggin County, Maine",1805,1730,172,172,171,519,272,283,191,776,157,538,273,416,892,431,524,980,429,1033,250,118,172,172,172,107,537
"G2300030","2019","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",8031,7225,151,93,174,443,530,496,570,474,762,649,593,597,560,204,207,305,240,122,55,0,0,0,0,0,806,"Aroostook County, Maine",1257,1230,123,91,173,318,321,354,347,345,433,328,458,362,419,162,152,188,314,106,87,172,172,172,172,172,331
"G2300050","2019","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",37010,34800,86,185,206,1178,453,658,564,1702,936,402,70,431,930,625,1787,1823,2990,6901,5610,5753,1201,309,0,0,2210,"Cumberland County, Maine",2781,2575,157,191,202,753,385,479,353,1018,480,276,89,297,610,539,912,667,1018,1537,1210,1296,705,203,172,172,672
"G2300110","2019","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",17012,15516,181,243,395,360,711,578,187,802,225,639,851,1794,1308,1041,2075,2036,1059,461,468,102,0,0,0,0,1496,"Kennebec County, Maine",1818,1791,297,385,350,297,644,502,157,425,183,392,463,912,587,511,964,849,560,283,463,134,172,172,172,172,607
"G2300190","2019","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",19400,17987,0,101,67,1163,183,300,70,1045,856,1476,859,1064,1236,809,1141,2814,1732,1931,685,202,0,253,0,0,1413,"Penobscot County, Maine",1988,1989,172,106,43,616,163,184,100,486,532,566,426,525,559,441,502,985,707,677,325,150,172,188,172,172,450
"G2300310","2019","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",24669,23832,416,0,619,594,391,89,88,572,496,1002,219,1139,1213,1646,1359,1832,1677,6301,2747,939,126,0,0,367,837,"York County, Maine",2550,2503,306,172,719,398,300,124,106,564,400,702,213,810,710,842,621,663,638,1689,1081,605,145,172,172,331,585
"G2400010","2019","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",8373,8127,504,102,367,112,602,517,256,689,165,1257,727,1156,274,395,172,473,117,196,0,18,28,0,0,0,246,"Allegany County, Maryland",1386,1398,437,170,270,124,422,432,179,326,169,715,448,584,228,229,203,420,126,313,210,31,49,210,210,210,177
"G2400030","2019","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",56360,54829,231,620,204,819,0,198,302,363,527,301,527,248,468,745,40,1401,1836,6874,7519,20748,9320,1339,199,0,1531,"Anne Arundel County, Maryland",3406,3364,363,615,201,585,210,295,267,478,434,236,646,283,402,573,66,902,961,1390,1613,2611,1893,575,142,210,678
"G2400050","2019","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",107642,104618,344,387,1397,988,585,994,288,918,653,1010,1098,760,1290,759,1616,6794,11194,32231,18131,17172,3709,1155,539,606,3024,"Baltimore County, Maryland",5461,5536,279,294,632,475,438,678,235,618,450,705,523,487,816,551,707,1539,1954,3580,2525,2849,889,525,381,429,869
"G2400090","2019","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calvert County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400130","2019","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",10526,9956,280,80,56,357,42,76,178,0,0,190,244,930,431,41,886,1112,642,1212,1551,1267,192,0,100,89,570,"Carroll County, Maryland",1520,1566,316,132,93,398,68,121,276,210,210,182,210,567,330,57,540,442,332,619,593,604,161,210,96,83,346
"G2400150","2019","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cecil County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400170","2019","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400210","2019","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",22691,21564,34,113,121,164,74,116,294,745,31,500,259,75,358,382,335,867,891,4071,6010,4564,1337,125,68,30,1127,"Frederick County, Maryland",1779,1755,56,187,197,166,90,113,234,536,54,383,288,96,343,368,273,413,519,1043,1421,1074,602,152,83,53,525
"G2400250","2019","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",21124,20114,0,375,60,117,102,0,55,165,158,353,0,694,196,331,746,1407,2191,5905,3614,2902,654,89,0,0,1010,"Harford County, Maryland",1971,1919,210,280,110,102,124,210,98,185,160,363,210,421,183,280,406,707,930,1381,995,822,359,109,210,210,450
"G2400270","2019","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2400310","2019","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",129919,127143,320,249,1112,1458,687,273,56,550,166,589,189,515,233,899,349,1690,2622,10069,24362,48033,20587,6749,3941,1445,2776,"Montgomery County, Maryland",4455,4454,272,314,582,756,457,268,92,519,186,552,254,456,202,528,226,755,947,1688,2465,3564,2694,1448,1187,543,753
