GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,O34E001,O34E002,O34E003,O34E004,O34E005,O34E006,O34E007,O34E008,O34E009,O34E010,O34E011,O34E012,O34E013,O34E014,O34E015,O34E016,O34E017,NAME_M,O34M001,O34M002,O34M003,O34M004,O34M005,O34M006,O34M007,O34M008,O34M009,O34M010,O34M011,O34M012,O34M013,O34M014,O34M015,O34M016,O34M017
"G37028000","2012","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",112287,9826,6571,9078,8044,7895,7561,8003,7826,4421,8644,8826,10904,5838,2964,2541,3345,"Greensboro city, North Carolina",2903,1555,1278,1688,1094,1372,1596,1648,1276,1153,1402,1382,1665,971,715,727,681
"G37028080","2012","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",37154,5892,3037,3428,3477,2448,2006,1894,1198,1417,2512,3393,2852,2304,342,721,233,"Greenville city, North Carolina",1723,1281,954,1303,1068,829,818,839,669,689,848,1080,973,1168,158,319,204
"G37031400","2012","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",42965,3223,3607,2720,3375,2167,2285,2785,1879,2108,3162,3680,4766,3890,1515,1113,690,"High Point city, North Carolina",1842,770,850,723,973,623,622,748,641,744,773,904,995,1085,596,417,423
"G37034200","2012","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",21225,1513,769,579,1333,2007,2055,1739,2137,1286,1562,2298,2038,849,347,294,419,"Jacksonville city, North Carolina",1602,667,463,333,745,771,763,803,1031,623,609,771,651,364,381,203,266
"G37055000","2012","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",166003,9936,8580,7680,8443,9109,9267,8852,7533,6768,14718,15563,21769,13205,8328,7973,8279,"Raleigh city, North Carolina",3788,1775,1620,1428,1712,2123,1690,1749,1201,1413,1924,2497,2603,1839,1683,1408,1180
"G37074440","2012","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",46045,4367,2698,3543,2611,2685,2687,1887,1962,2767,4486,4330,3822,3575,1215,1530,1880,"Wilmington city, North Carolina",1908,1057,768,1026,868,866,890,659,698,1037,1348,871,904,857,556,591,616
"G37075000","2012","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",93303,10291,8042,7083,6983,5883,5525,4955,4961,4362,6207,7601,7534,5792,2102,2061,3921,"Winston-Salem city, North Carolina",2226,1293,1357,1395,1298,967,920,957,1023,1093,1086,1244,1319,1127,573,523,877
"G38025700","2012","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",47781,3330,1861,2056,3007,2601,3779,4268,2800,2623,3351,4315,4914,2319,2299,2392,1866,"Fargo city, North Dakota",1743,1044,675,691,815,826,928,1419,719,932,939,998,1132,623,709,930,708
"G39001000","2012","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",83193,13958,8503,6054,5381,5135,4443,5073,3995,4362,6440,7536,5885,3073,1323,928,1104,"Akron city, Ohio",2308,1583,1299,1154,923,888,914,1085,1016,1251,1321,1101,1211,694,402,456,456
"G39012000","2012","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",30702,4643,2792,2630,2142,2136,2300,1809,1421,1700,2709,2340,2112,1236,449,259,24,"Canton city, Ohio",1854,921,849,807,502,666,687,602,573,607,783,789,659,582,288,219,42
"G39015000","2012","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",130255,25133,11323,9951,11033,7419,6017,4684,6049,4705,9348,9483,9582,5676,3309,3377,3166,"Cincinnati city, Ohio",2747,2451,1621,1359,1603,1373,1009,1168,989,975,1307,1324,1412,1066,755,719,655
"G39016000","2012","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",162717,35275,17931,15797,13941,11124,10226,7710,7939,5808,9494,10103,8910,3615,1761,1053,2030,"Cleveland city, Ohio",4028,2154,1707,1557,1770,1476,1476,1060,1414,948,1111,1361,1334,708,530,472,718
"G39018000","2012","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",329502,33990,22230,17787,21717,16285,19747,18949,17025,15473,28959,35076,36245,19948,10266,10075,5730,"Columbus city, Ohio",4256,2993,2223,1826,2151,1882,2108,2232,2224,2055,2620,3127,3047,1812,1389,1535,917
"G39021000","2012","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",55458,10959,5915,4747,4355,3654,3776,2047,2234,2280,3786,4245,4130,1818,559,442,511,"Dayton city, Ohio",2419,1556,967,925,848,807,830,545,615,653,950,991,800,502,313,273,385
"G39044856","2012","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",25319,3833,2087,1885,1878,1952,1472,1442,1214,1214,2138,1821,2245,891,412,672,163,"Lorain city, Ohio",1366,774,798,579,587,642,693,694,403,474,637,573,632,394,295,321,173
"G39061000","2012","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",33073,2581,2145,2071,1701,1866,1749,2299,1205,2088,3716,3380,3999,2269,1081,528,395,"Parma city, Ohio",1752,973,582,558,531,647,609,594,456,634,831,591,928,652,356,347,273
"G39077000","2012","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",118004,19454,9407,10786,8449,8501,7081,5666,5414,4507,9896,10141,10833,4321,1894,1025,629,"Toledo city, Ohio",2726,1884,1420,1616,1128,1104,1191,853,805,928,1366,1514,1328,705,723,375,313
"G39088000","2012","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",25506,4487,4013,2305,3247,1616,1728,1292,1110,630,1267,1854,1075,460,61,267,94,"Youngstown city, Ohio",1685,892,732,589,741,471,540,436,355,274,351,517,352,217,71,220,93
"G40009050","2012","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",37183,1340,965,1553,1751,1738,1576,1666,1583,1979,3591,4467,6700,3760,1652,1660,1202,"Broken Arrow city, Oklahoma",1328,389,324,514,374,432,343,452,447,573,638,666,880,687,416,431,410
"G40023200","2012","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",28967,1951,797,839,1112,663,947,1227,1298,1240,1850,3272,4364,2429,2013,2271,2694,"Edmond city, Oklahoma",1170,575,397,366,502,268,363,433,507,424,515,823,689,694,590,633,681
"G40041850","2012","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",34240,3252,2600,1378,1303,2260,1993,1949,3377,2220,2622,3901,3819,1710,964,506,386,"Lawton city, Oklahoma",1427,727,831,507,499,680,735,667,695,824,697,938,823,578,431,279,389
"G40052500","2012","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",44294,4106,2261,2816,3100,2371,2103,1593,2110,1966,3298,4534,4448,3113,2553,2422,1500,"Norman city, Oklahoma",2011,954,847,855,926,809,713,598,596,600,752,969,1020,712,819,731,589
"G40055000","2012","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",228620,20634,14159,14018,13958,15141,14808,13141,11275,10133,17522,22391,25368,15343,7400,6655,6674,"Oklahoma City city, Oklahoma",2904,1920,1564,1774,1923,1781,1669,1461,1441,1477,1593,1929,2127,1799,1044,986,1027
"G40075000","2012","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",163293,16452,11311,10678,11741,10013,10589,9965,8444,7015,13182,15559,12868,8625,4293,5412,7146,"Tulsa city, Oklahoma",1912,1195,1049,1013,1207,1025,1028,1121,1068,922,1246,1379,1468,1093,755,766,911
"G41005350","2012","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",36608,2961,1435,1180,1562,1811,2416,2018,1382,2529,3490,3296,4484,3212,1976,1767,1089,"Beaverton city, Oregon",1811,987,671,662,685,640,800,878,557,887,1071,856,965,906,664,609,419
"G41005800","2012","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",32379,2238,1410,2055,2306,1645,1536,1309,1257,1623,3483,3190,4282,2692,1149,885,1319,"Bend city, Oregon",1498,947,728,765,897,678,797,714,623,738,1010,1106,1115,1050,648,401,598
"G41023850","2012","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",67678,10459,4163,4916,3966,3339,3730,3789,2290,2307,5263,5286,6563,5451,2708,1810,1638,"Eugene city, Oregon",2122,1634,994,1279,1036,1013,808,920,540,720,990,1057,1106,1151,677,393,587
"G41031250","2012","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",39267,2845,2159,2752,3127,2140,2281,1893,2058,1915,3798,3407,4875,3275,1383,888,471,"Gresham city, Oregon",2159,878,792,758,1068,736,793,657,687,812,967,731,1161,859,550,448,244
"G41034100","2012","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",32400,2091,583,1163,1464,1996,924,1405,705,1171,3066,5194,3897,3951,2109,1891,790,"Hillsboro city, Oregon",1603,724,360,569,625,637,413,657,301,544,827,1136,796,998,708,663,426
"G41047000","2012","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",29499,2655,2103,1870,1729,1850,1471,1576,1845,1541,2243,3529,3778,1297,540,660,812,"Medford city, Oregon",1884,740,778,683,682,716,671,644,624,602,698,988,893,624,414,524,473
"G41059000","2012","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",248698,21355,15594,12386,12939,11660,12114,12360,11866,9493,18283,22271,29773,23262,12752,11113,11477,"Portland city, Oregon",3159,2356,2202,1798,1811,1753,1641,1778,1583,1642,2168,2051,2612,2143,1496,1332,1297
"G41064900","2012","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",56923,6716,3034,2614,2961,3358,2326,3302,3162,3162,5643,6570,6224,3537,1883,1383,1048,"Salem city, Oregon",2047,1382,937,800,805,1057,661,826,791,944,1104,1181,1035,784,661,549,403
"G42002000","2012","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",42194,4527,3166,2535,3363,2908,4084,2670,2216,2110,3280,3566,4419,1493,820,563,474,"Allentown city, Pennsylvania",1748,1249,831,690,847,747,931,822,736,851,1083,890,871,470,314,269,286
"G42006088","2012","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",30601,3355,2845,1787,2111,1398,1818,1697,1256,1117,4035,2498,3372,1575,725,502,510,"Bethlehem city, Pennsylvania",1962,935,742,526,679,559,516,554,511,463,1000,655,768,487,311,271,269
"G42024000","2012","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",42224,5482,3839,3380,3535,2947,2472,2602,2022,2314,3412,3442,4278,1087,598,316,498,"Erie city, Pennsylvania",1699,953,833,779,911,824,605,732,589,753,825,760,822,512,335,195,284
"G42060000","2012","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",579874,85766,49294,41051,39566,37702,34423,24852,28736,21211,43060,49459,49967,28645,16617,14665,14860,"Philadelphia city, Pennsylvania",5204,4481,3778,3302,3426,3184,2678,2357,2846,1941,3269,3027,3528,2637,1946,1751,1815
"G42061000","2012","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",131513,17164,8853,9559,8755,7679,7892,5965,6063,4948,9286,11817,12389,8452,3203,4820,4668,"Pittsburgh city, Pennsylvania",2924,1693,1388,1324,1251,1003,1274,976,976,905,1159,1193,1313,1040,599,1088,793
"G42063624","2012","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",29594,5081,3169,3117,3101,2331,1856,1706,1566,1550,1710,1688,1965,366,256,44,88,"Reading city, Pennsylvania",1513,1056,864,898,766,660,610,654,562,528,547,499,556,201,192,51,94
"G42069000","2012","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",29796,2742,3579,2043,2159,1631,2393,1426,2066,992,2433,2420,3361,1347,651,282,271,"Scranton city, Pennsylvania",1259,577,661,550,560,498,705,454,636,347,557,543,721,480,301,188,159
"G44019180","2012","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",29814,1332,1577,1384,1392,953,1154,1573,2005,1682,1999,2828,3517,2907,2048,1844,1619,"Cranston city, Rhode Island",1690,529,604,582,477,488,451,668,729,670,659,738,713,744,683,549,524
"G44054640","2012","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",28660,3040,2159,1577,1522,1499,2035,1611,1234,1208,2960,2801,3321,1061,1563,808,261,"Pawtucket city, Rhode Island",1642,767,597,542,590,458,718,470,449,510,757,659,715,411,617,489,179
"G44059000","2012","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",61892,10849,6639,3725,3873,3235,3142,3209,2718,2435,3512,6062,4041,2732,2220,1553,1947,"Providence city, Rhode Island",1937,1557,1331,917,961,838,933,890,807,826,872,1089,831,792,669,551,502
"G44074300","2012","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",35480,2419,1359,2083,1378,1207,1785,1563,1754,1101,2468,5035,4817,3127,2260,2109,1015,"Warwick city, Rhode Island",1306,756,446,636,436,562,521,630,767,520,680,1013,996,899,688,649,449
"G45013330","2012","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",52784,5867,3514,2668,2233,2872,1960,2164,3034,2388,3894,5378,5594,3125,2257,2541,3295,"Charleston city, South Carolina",2099,1201,898,829,657,924,539,811,957,824,1153,1000,1018,679,681,701,697
"G45016000","2012","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",42244,4599,2903,2805,2249,2444,2552,2223,3289,1654,3628,3472,3479,2337,1402,1571,1637,"Columbia city, South Carolina",2284,751,832,678,659,677,583,835,899,455,849,831,746,670,479,542,542
"G45048535","2012","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",27990,894,367,627,1627,795,1661,1117,1253,1429,2093,3028,3718,2555,1484,3207,2135,"Mount Pleasant town, South Carolina",1818,636,294,366,1020,593,755,599,696,988,995,848,1124,799,739,987,772
"G45050875","2012","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",36884,4061,3295,1796,2819,2292,2121,3016,1804,1517,3019,4155,3030,1904,895,588,572,"North Charleston city, South Carolina",1882,960,947,588,980,612,819,872,746,581,988,927,728,531,576,360,333
"G45061405","2012","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",26900,3340,1610,821,2134,1984,2270,1480,1252,1123,2747,2316,3243,872,843,691,174,"Rock Hill city, South Carolina",1640,1139,568,349,805,645,759,623,561,562,914,611,721,402,375,332,160
"G46052980","2012","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",27473,2188,1165,2013,1905,1255,1117,2594,1543,1617,2159,2319,3697,1612,726,830,733,"Rapid City city, South Dakota",1419,599,443,565,609,591,385,732,575,578,767,848,866,539,393,359,378
"G46059020","2012","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",63044,3116,2244,2987,4345,4245,3450,4730,4053,3785,5283,7300,7780,3722,2613,1916,1475,"Sioux Falls city, South Dakota",1557,894,674,683,933,904,986,1235,920,848,1164,1248,1297,834,842,697,623
"G47014000","2012","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",69166,7760,5497,6045,3702,4483,4242,2754,3692,2862,5818,6187,7092,3337,2149,1412,2134,"Chattanooga city, Tennessee",2475,1266,1092,1283,995,1152,966,731,896,818,1151,1351,1187,790,686,644,665
"G47015160","2012","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",49994,3391,2458,2861,3727,3425,3781,2500,3067,3113,4178,6327,6107,2406,1372,587,694,"Clarksville city, Tennessee",1967,960,851,822,1141,1191,1038,839,931,1029,947,1055,1093,616,543,314,420
"G47027740","2012","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",26131,711,544,1145,1548,592,1243,896,825,750,669,2392,4073,2980,2586,1756,3421,"Franklin city, Tennessee",1263,376,341,695,868,397,689,536,408,356,412,914,980,887,792,531,860
"G47037640","2012","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",24983,3310,2447,1726,1413,1780,1762,770,942,1094,1525,2777,2683,1396,220,444,694,"Jackson city, Tennessee",1377,859,600,694,614,747,648,434,512,468,605,902,757,638,149,309,315
"G47040000","2012","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",85467,10450,6760,6655,7949,6855,8004,3608,4300,5291,6450,6430,5184,2536,1883,1296,1816,"Knoxville city, Tennessee",2513,1278,1182,1270,1574,1178,1558,831,1130,1175,1190,1242,1164,667,609,385,614
"G47048000","2012","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",247478,34043,20443,20881,18339,16445,17183,10779,10716,10481,21352,18671,20806,10359,5410,6166,5404,"Memphis city, Tennessee",3642,2670,2105,2218,2232,2026,2000,1863,1346,1712,2247,2162,2177,1697,1111,1221,829
"G47051560","2012","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",41477,2888,2440,1530,2902,1549,3203,2339,1865,1243,4275,5128,5090,2709,1912,1213,1191,"Murfreesboro city, Tennessee",1583,888,858,499,1217,732,1073,921,716,557,1166,1177,1096,843,628,547,511
"G47052006","2012","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",249102,21731,16525,15618,15113,17249,14586,14437,12096,11251,19020,24782,28112,14156,8336,8277,7813,"Nashville-Davidson metropolitan government (balance), Tennessee",3292,2311,1938,1996,1854,2102,2022,2197,1587,1643,1781,2424,2693,1882,1608,1296,1314
"G48001000","2012","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",42756,4685,2891,3137,2331,2928,2673,1929,2710,1838,3685,4987,4094,1976,766,1540,586,"Abilene city, Texas",1592,1095,787,770,602,803,711,554,782,658,916,1151,870,675,373,670,338
"G48001924","2012","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",28574,587,520,291,818,753,1032,765,1103,1040,1864,1761,2808,4197,2055,4543,4437,"Allen city, Texas",2059,466,318,251,396,547,668,505,620,614,865,643,1045,1242,694,1346,1105
"G48003000","2012","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",74018,5754,5601,4957,5081,3943,4486,2972,3156,4617,7230,6081,8843,4789,2478,2483,1547,"Amarillo city, Texas",1407,816,1094,1113,960,808,947,746,758,1092,1041,1208,1335,823,675,735,658
"G48004000","2012","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",132941,7558,6087,6075,8015,8462,9119,6894,7244,5025,10821,14892,16437,11312,4469,6426,4105,"Arlington city, Texas",3236,1350,1576,1128,1641,1762,1443,1389,1570,1245,1760,2116,1868,1583,822,1139,956
"G48004462","2012","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",21107,510,184,560,526,436,780,1020,903,1544,1950,2230,2760,2364,1984,1723,1633,"Atascocita CDP, Texas",2378,382,185,373,333,400,862,744,555,820,1024,850,934,880,805,941,720
"G48005000","2012","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",330838,27874,14884,15939,18514,17796,15029,19071,17889,12103,20817,33955,38019,27592,14546,18141,18669,"Austin city, Texas",4711,2830,1817,2103,2191,2164,1792,2490,2430,1838,2550,2957,2872,2564,1976,2100,2178
"G48006128","2012","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",25181,2274,1462,1045,1553,1836,1508,1876,651,1119,1631,2515,3387,2192,520,1267,345,"Baytown city, Texas",1631,831,722,461,526,799,657,768,429,528,572,891,1030,848,290,692,251
"G48007000","2012","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",45042,6264,3838,2839,4229,2553,2396,1902,3049,1454,3268,3274,3795,2146,1295,1250,1490,"Beaumont city, Texas",1715,1165,984,853,1010,794,668,661,845,581,926,772,1065,795,562,430,521
"G48010768","2012","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",52082,8540,4661,4792,5028,3194,3412,2689,2640,1581,3357,4009,3041,2578,548,984,1028,"Brownsville city, Texas",1858,1312,738,1113,1104,836,973,778,943,516,895,992,774,936,301,565,460
"G48010912","2012","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",27010,3648,2079,1095,1815,2035,584,1715,1252,1544,2780,1897,2776,1383,983,307,1117,"Bryan city, Texas",1439,890,825,501,732,701,317,644,543,598,917,758,797,617,521,253,497
"G48013024","2012","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",44446,1452,1035,1354,1334,1388,2046,2756,1817,2041,4252,5466,6790,4727,2465,2858,2665,"Carrollton city, Texas",2123,551,464,571,551,479,660,822,649,789,1042,1326,1208,1042,787,736,830
"G48015976","2012","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",34900,7881,2492,2532,1947,1309,1856,1699,654,1382,1765,2782,3114,1948,1309,1288,942,"College Station city, Texas",1841,1509,796,776,803,580,720,646,342,625,828,935,1060,604,513,610,322
"G48017000","2012","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",111078,9617,6922,5431,5851,6875,6187,5771,5093,4421,9143,12670,12085,9597,4105,3708,3602,"Corpus Christi city, Texas",2603,1602,1284,1186,1180,1514,1411,1182,1013,1108,1405,2015,1782,1633,828,953,986
"G48019000","2012","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",463719,45160,31381,29161,33621,28233,31722,24811,24375,17371,36860,40945,39764,24961,14876,17067,23411,"Dallas city, Texas",5838,3637,2710,2382,2705,2473,2648,2536,2177,1971,3049,3442,3319,2431,1559,1680,1792
"G48019972","2012","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",42108,5702,2071,1572,2079,2042,1803,3091,1802,2260,4439,3781,5362,2478,1122,1718,786,"Denton city, Texas",2251,1144,661,360,696,805,736,1125,705,785,1549,1126,1293,762,401,599,363
"G48022660","2012","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",26325,2760,2937,966,2246,1001,1438,618,1285,1414,1410,3263,3205,1494,1455,452,381,"Edinburg city, Texas",1488,882,883,615,953,665,746,412,690,716,764,1303,1251,658,602,359,399
"G48024000","2012","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",219578,23650,16605,16615,12651,14301,12656,10215,11072,10903,19029,18618,22510,13449,5808,6048,5448,"El Paso city, Texas",2697,2370,1856,2137,1791,2177,1835,1552,1615,1573,1934,2272,2304,1879,1217,1138,1276
"G48026232","2012","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",21983,200,379,298,250,607,221,375,232,201,652,2136,3635,2823,2620,3667,3687,"Flower Mound town, Texas",1217,121,224,280,191,452,189,258,248,155,279,654,1061,643,758,695,877
"G48027000","2012","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",268919,20871,14945,14589,15125,14492,13974,13654,13038,11628,20877,28682,37029,19206,12414,10411,7984,"Fort Worth city, Texas",5025,1816,2116,1692,1862,2048,1975,1679,1845,1752,2547,2707,3435,2252,1894,2024,1399
"G48027684","2012","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",43031,669,418,795,867,801,930,731,1075,897,2380,3074,6145,6023,4908,8103,5215,"Frisco city, Texas",1650,506,319,480,422,432,390,468,509,509,643,858,1212,1434,1117,1120,854
