GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJCTE001,AJCTE002,AJCTE003,AJCTE004,AJCTE005,AJCTE006,AJCTE007,AJCTE008,AJCTE009,AJCTE010,AJCTE011,AJCTE012,AJCTE013,AJCTE014,AJCTE015,AJCTE016,AJCTE017,NAME_M,AJCTM001,AJCTM002,AJCTM003,AJCTM004,AJCTM005,AJCTM006,AJCTM007,AJCTM008,AJCTM009,AJCTM010,AJCTM011,AJCTM012,AJCTM013,AJCTM014,AJCTM015,AJCTM016,AJCTM017
"G12054000","2018","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",39676,2305,2913,2173,2531,1826,3068,2447,2299,1617,2944,3858,4873,3669,1742,1008,403,"Palm Bay city, Florida",2721,917,1026,879,973,774,1024,976,946,660,1030,1215,1402,1139,736,440,328
"G12054200","2018","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",30752,1668,1377,1157,1204,1077,1264,1382,1190,1179,4101,3189,4902,3452,790,1688,1132,"Palm Coast city, Florida",1928,701,692,518,510,445,670,585,568,540,1009,931,1055,1101,364,669,562
"G12054350","2018","FL",,,"Florida","12",,,"Palm Harbor CDP","54350",,,,,,,,,,,,,,,,"16000US1254350","Palm Harbor CDP, Florida",27650,953,951,1297,1366,1157,2289,1115,1371,929,2433,3169,3691,2689,1772,1425,1043,"Palm Harbor CDP, Florida",1959,489,550,680,717,505,876,581,532,530,704,1010,1052,885,658,503,485
"G12055775","2018","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",56934,8357,1017,1816,1604,1919,2390,1848,1657,3333,4308,4007,7615,5154,4695,3889,3325,"Pembroke Pines city, Florida",3127,2240,466,761,637,949,889,825,715,1123,1217,1240,1476,907,1203,838,863
"G12056825","2018","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",24199,2140,917,1515,2184,1614,1507,2641,1317,950,1865,2866,2716,872,609,486,0,"Pine Hills CDP, Florida",2080,880,442,782,922,1056,756,1097,774,518,827,1082,1037,390,494,514,229
"G12057425","2018","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",33472,1491,1281,601,1397,620,962,1837,1306,1114,3110,2583,5211,3502,2504,3193,2760,"Plantation city, Florida",2165,727,661,357,813,441,598,901,579,560,1163,944,1169,773,906,841,758
"G12057900","2018","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"16000US1257900","Poinciana CDP, Florida",18808,2081,350,499,152,209,933,1835,1053,1434,2215,1985,2532,1229,945,982,374,"Poinciana CDP, Florida",2429,1439,348,467,179,165,685,1125,770,902,1242,1022,1216,716,796,979,566
"G12058050","2018","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",41116,2655,2276,2544,2234,2267,1862,1934,2197,1975,3565,4280,5668,3265,877,1267,2250,"Pompano Beach city, Florida",2500,768,872,885,824,677,755,620,658,876,977,877,1173,687,394,422,643
"G12058350","2018","FL",,,"Florida","12",,,"Port Charlotte CDP","58350",,,,,,,,,,,,,,,,"16000US1258350","Port Charlotte CDP, Florida",23733,972,1197,1532,1496,1625,1025,1600,1094,1363,3243,2885,2718,973,566,729,715,"Port Charlotte CDP, Florida",1952,487,544,725,746,601,475,779,495,637,789,976,981,437,343,467,413
"G12058715","2018","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",68178,3262,2058,2430,1725,2985,4559,2826,3971,2588,7208,8731,10202,6985,3278,2290,3080,"Port St. Lucie city, Florida",3022,1420,1261,966,730,1135,2077,1101,1587,1189,2248,2446,1653,2002,1188,979,1392
"G12060950","2018","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",32076,859,558,1128,689,1660,1469,1092,909,1448,4236,3717,3493,4704,2299,2307,1508,"Riverview CDP, Florida",2219,611,314,659,380,1006,709,562,610,616,1273,1150,933,1139,785,597,627
"G12063000","2018","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",105616,6536,4592,5594,4718,5056,6295,5207,3874,3125,9131,10996,13280,9005,5351,6853,6003,"St. Petersburg city, Florida",3186,1494,1031,1144,1153,1200,1425,1132,1045,783,1535,1681,1655,1346,951,1197,1098
"G12068350","2018","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",43819,4097,1847,2747,2991,2617,1658,1608,2648,1921,4950,5792,4606,3091,1265,1162,819,"Spring Hill CDP, Florida",2406,1260,623,832,1012,868,625,570,777,776,1230,1446,1148,900,670,583,393
"G12069700","2018","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",35105,1459,2250,1476,1951,2333,2386,2419,1960,1212,3269,3475,4206,2736,1523,1437,1013,"Sunrise city, Florida",2830,733,1138,846,885,850,945,890,848,599,1068,991,957,833,782,617,466
"G12070600","2018","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",75260,8109,4595,5504,3141,4362,5770,4434,2751,3060,5322,5806,8579,3771,2778,3510,3768,"Tallahassee city, Florida",2614,1551,1229,1329,954,1107,1311,1284,995,916,1248,1085,1673,1143,795,897,896
"G12070675","2018","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"16000US1270675","Tamarac city, Florida",27707,1004,1194,3084,890,1188,2073,1204,1382,1253,2439,3272,4470,1618,1623,615,398,"Tamarac city, Florida",1790,649,622,1222,473,624,938,577,621,639,844,1099,1310,557,635,372,314
"G12071000","2018","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",154047,13379,8760,7139,8710,6609,7437,6197,7396,6591,9731,12980,16652,11055,8492,7442,15477,"Tampa city, Florida",3606,1961,1711,1459,1687,1369,1438,1223,1565,1491,1409,1781,2037,1564,1620,1394,1618
"G12071569","2018","FL",,,"Florida","12",,,"The Hammocks CDP","71569",,,,,,,,,,,,,,,,"16000US1271569","The Hammocks CDP, Florida",19297,1423,727,526,1335,480,902,998,837,698,1614,1833,2681,1496,1337,1264,1146,"The Hammocks CDP, Florida",1660,733,651,321,699,435,539,506,401,480,780,737,991,563,524,653,692
"G12071625","2018","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",47517,962,1956,2125,2637,2987,2065,3076,1401,1776,6373,4266,7720,4851,1944,2695,683,"The Villages CDP, Florida",2341,719,1174,1292,1395,1525,871,1289,942,1061,1804,1493,1461,1666,1176,1127,479
"G12072145","2018","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",30206,1613,850,2177,1791,1900,1719,1072,1140,1863,3333,3065,3120,3047,1247,1163,1106,"Town 'n' Country CDP, Florida",2705,834,548,959,854,847,786,598,583,664,1142,834,755,1298,441,589,498
"G12075812","2018","FL",,,"Florida","12",,,"Wellington village","75812",,,,,,,,,,,,,,,,"16000US1275812","Wellington village, Florida",20487,665,407,487,407,380,436,290,274,605,1399,2472,2546,2344,1958,2307,3510,"Wellington village, Florida",1313,323,250,360,298,244,289,257,274,413,555,872,712,660,682,680,628
"G12075875","2018","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"16000US1275875","Wesley Chapel CDP, Florida",20733,452,50,657,553,414,631,493,635,841,1244,2330,3252,2898,2000,2207,2076,"Wesley Chapel CDP, Florida",1542,308,86,401,397,319,394,295,393,493,507,789,850,830,729,760,694
"G12076582","2018","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",20315,355,195,264,793,868,484,341,530,541,1209,1585,2041,2680,1329,2600,4500,"Weston city, Florida",1166,264,190,304,849,694,385,289,319,360,653,533,825,1093,700,873,1083
"G12076600","2018","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",41161,2172,2030,1449,2774,1923,1760,2795,1881,2303,4440,3577,4453,3198,1638,2711,2057,"West Palm Beach city, Florida",2913,649,750,523,944,825,685,999,698,718,1111,956,898,880,816,803,748
"G13001052","2018","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",27077,4793,1976,1984,1776,1628,1100,2250,1659,1665,1570,2574,1899,1050,465,402,286,"Albany city, Georgia",1802,1147,791,682,699,684,531,936,567,791,589,812,645,432,363,255,251
"G13001696","2018","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"16000US1301696","Alpharetta city, Georgia",24595,318,485,554,664,368,538,355,534,934,678,2332,3212,2360,1295,3570,6398,"Alpharetta city, Georgia",1359,241,401,413,438,342,336,283,427,687,335,976,1011,734,513,1096,1201
"G13003440","2018","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",49119,6080,1976,4143,2624,2711,3311,2223,3741,1542,3565,3750,5349,2591,1873,1820,1820,"Athens-Clarke County unified government (balance), Georgia",1467,1175,729,1086,957,975,1140,745,1097,675,1100,891,1300,771,618,633,673
"G13004000","2018","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",211819,22144,11099,8914,9787,7584,7286,5256,6811,6905,12948,19649,23368,17036,11242,14641,27149,"Atlanta city, Georgia",5020,2959,1937,1912,1690,1704,1582,1253,1297,1651,2023,2505,2620,2682,1661,2188,2401
"G13004204","2018","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",68803,8280,4643,4789,3794,4420,5175,3723,3516,2094,4837,7648,7541,3508,2037,1350,1448,"Augusta-Richmond County consolidated government (balance), Georgia",2621,1530,1073,1218,959,1340,1439,1043,1183,703,1190,1604,1577,1061,773,605,469
"G13019000","2018","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",72862,8581,3623,4111,4107,4805,3261,2995,3025,3149,7020,7579,8129,5197,2919,2426,1935,"Columbus city, Georgia",2063,1529,1038,1213,1090,1269,891,908,943,965,1495,1538,1466,1304,813,831,542
"G13042425","2018","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",26971,439,146,334,533,191,540,525,940,874,1840,1665,2718,3260,2828,4233,5905,"Johns Creek city, Georgia",1660,459,176,285,434,187,560,503,523,521,790,712,772,1087,940,1005,1037
"G13049008","2018","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",57905,7917,3736,3676,3987,4173,2792,2284,3486,1756,3827,4627,6902,3044,1908,1784,2006,"Macon-Bibb County, Georgia",1802,1547,947,1100,1007,1089,811,807,1084,686,1021,988,1364,766,605,631,701
"G13067284","2018","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",35856,573,361,1078,1293,1020,937,1478,1467,1034,2868,2393,2313,3628,2515,5303,7595,"Roswell city, Georgia",2019,408,304,770,680,636,518,773,729,438,939,793,864,996,816,1362,1168
"G13068516","2018","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",47746,1998,625,364,1159,1286,1808,1306,1793,1778,4435,7297,5630,3389,2616,3233,9029,"Sandy Springs city, Georgia",2502,777,371,281,495,720,885,865,708,868,1425,1765,1237,791,803,863,1241
"G13069000","2018","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",51118,5150,3337,3174,3970,2838,2249,2468,2468,2636,3990,4432,6332,3043,1333,1714,1984,"Savannah city, Georgia",2943,1161,844,854,1217,826,883,664,717,813,1071,1011,1304,775,455,606,684
"G13072122","2018","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"16000US1372122","South Fulton city, Georgia",33793,1359,572,1031,536,513,1890,395,1527,3375,3389,4949,5433,3605,1477,2043,1699,"South Fulton city, Georgia",2330,628,487,712,470,442,963,367,892,1616,1608,1646,1804,1816,885,1294,825
"G13080508","2018","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",29566,1021,1421,712,1133,1771,2286,1584,824,3274,1793,2784,2563,3068,1446,1301,2585,"Warner Robins city, Georgia",2051,665,742,451,641,874,992,1232,484,1315,948,830,1138,1344,994,823,1911
"G15071550","2018","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",125103,8319,3363,4936,4910,4208,4658,4760,5458,4066,9098,12029,15590,12518,8519,10220,12451,"Urban Honolulu CDP, Hawaii",2616,1401,825,1352,1313,1043,1122,1247,1341,984,1625,1646,1734,1598,1377,1312,1304
"G16008830","2018","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",97101,7936,2564,3527,5328,4226,4789,4476,5050,5126,7429,11767,10815,7938,4207,5992,5931,"Boise City city, Idaho",2713,1741,846,1035,1598,1154,1339,1140,1414,1422,1387,1750,1586,1299,1101,1150,955
"G16052120","2018","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",35855,1509,320,1782,1095,848,1877,1012,1236,507,2753,4463,6462,4151,2433,2876,2531,"Meridian city, Idaho",2289,1032,327,950,678,654,1168,617,922,410,1116,1798,1858,1659,1004,1029,1046
"G16056260","2018","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",34289,1463,1437,2054,2906,1236,2623,1844,2569,1333,3431,4694,3538,3287,1311,563,0,"Nampa city, Idaho",1623,669,608,841,1187,558,1153,694,980,709,914,1323,1043,1206,658,444,204
"G17002154","2018","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",32918,1291,636,708,1266,663,530,936,1322,455,2880,3037,4697,3835,2779,3512,4371,"Arlington Heights village, Illinois",1620,561,470,599,576,458,322,426,499,391,925,1030,962,824,747,704,836
"G17003012","2018","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",65784,2119,1841,2232,2418,1815,3689,3602,2693,2909,5076,7003,8336,7184,4029,4581,6257,"Aurora city, Illinois",2752,724,814,744,744,670,1104,941,964,916,1152,1188,1541,1563,1048,1183,1210
"G17006613","2018","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",31450,2698,799,893,1076,868,2171,669,1062,1126,2281,4372,4047,2868,2083,2197,2240,"Bloomington city, Illinois",1423,875,380,435,470,287,759,380,542,480,767,960,916,774,640,724,610
"G17007133","2018","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",23310,417,268,225,706,755,959,896,935,783,1895,2714,4030,2404,1939,2324,2060,"Bolingbrook village, Illinois",1472,218,224,193,553,476,492,432,655,404,597,870,881,619,643,593,732
"G17012385","2018","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",34532,5314,1115,1521,2052,1294,1557,1240,1459,1352,5139,2737,2366,2414,1193,1784,1995,"Champaign city, Illinois",1787,1062,456,756,853,543,592,524,716,656,1259,595,673,682,585,702,675
"G17014000","2018","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",1077886,99522,51566,51047,61491,49900,49409,40209,41022,37798,70610,97985,114226,88623,54832,71558,98088,"Chicago city, Illinois",10443,5180,3824,4430,4206,3626,3520,3311,3959,3140,4353,4905,4525,4472,3643,3898,5188
"G17014351","2018","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",22294,1707,435,495,1152,1172,1947,962,1820,956,2173,2418,2700,1750,1232,1165,210,"Cicero town, Illinois",1520,895,319,319,603,610,819,503,720,503,723,697,772,644,596,508,218
"G17018823","2018","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",31132,2755,2378,1542,2651,1712,1745,1770,1541,1627,2293,2511,3738,2881,707,616,665,"Decatur city, Illinois",1672,774,904,566,907,582,757,662,630,526,696,704,946,634,438,309,313
"G17023074","2018","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",38244,1937,748,1685,1365,1483,1585,2051,2279,1527,3022,3046,4959,5026,1918,3453,2160,"Elgin city, Illinois",2330,845,365,706,729,644,600,772,846,732,945,854,1215,1112,639,988,718
"G17024582","2018","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",27517,1682,1004,844,1573,932,977,1021,616,333,1117,2332,2893,2868,1589,2378,5358,"Evanston city, Illinois",1737,598,443,431,713,415,425,533,394,216,497,607,730,687,484,595,728
"G17038570","2018","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",46775,2613,1333,1476,1661,1502,1211,1469,2008,2074,3588,4111,8792,5648,3868,3516,1905,"Joliet city, Illinois",1963,703,655,616,634,509,437,613,719,690,777,790,1564,1150,1054,790,650
"G17051622","2018","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",51766,1872,347,1069,635,790,714,1149,935,1390,1524,3942,5998,5864,4805,6696,14036,"Naperville city, Illinois",1881,553,229,638,471,468,419,549,679,554,518,784,1203,1100,1187,1151,1507
"G17057225","2018","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",26728,489,758,604,1670,1067,525,1389,889,1767,1630,2500,3152,2967,2034,2483,2804,"Palatine village, Illinois",1529,303,498,391,804,632,282,775,411,789,621,806,843,751,759,599,695
"G17059000","2018","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",45533,4809,2333,2639,2598,2431,1366,1273,1674,1320,3389,6400,5207,2671,2572,2196,2655,"Peoria city, Illinois",1806,982,769,726,879,888,467,469,684,524,838,1323,1006,788,921,612,618
"G17065000","2018","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",60696,5538,3868,3738,4388,3333,4171,3524,2908,2697,5183,5513,5864,4044,1745,2171,2011,"Rockford city, Illinois",1936,1187,965,873,1068,887,1048,963,956,721,1007,1275,1153,949,722,770,557
"G17068003","2018","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",28802,1100,458,406,926,571,709,844,1435,946,1770,3434,5861,4166,2015,3024,1137,"Schaumburg village, Illinois",1680,612,286,237,399,314,402,380,572,421,653,988,1342,1020,657,879,377
"G17070122","2018","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",22649,1696,328,962,900,803,715,1243,1216,1029,890,2395,2132,2328,2068,2283,1661,"Skokie village, Illinois",1535,1205,240,459,646,499,552,601,705,520,412,770,659,705,744,601,458
"G17072000","2018","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",49689,4854,2218,2958,3568,2461,2456,2367,1695,1828,3863,4122,6281,3868,2562,1912,2676,"Springfield city, Illinois",1744,1232,628,944,841,903,895,709,531,596,847,812,1050,761,718,641,693
"G17079293","2018","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",28317,2028,1019,1383,2350,1674,2807,1787,810,1014,2348,3559,3133,1673,1233,1073,426,"Waukegan city, Illinois",2032,718,452,760,758,667,1254,866,385,570,797,1074,798,555,560,490,236
"G18005860","2018","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",32414,4724,2592,2391,2621,1581,1924,1195,1853,1346,2134,2346,3179,1426,954,1460,688,"Bloomington city, Indiana",1665,1239,897,895,908,775,765,465,778,612,650,778,897,527,415,611,365
"G18010342","2018","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",36421,526,391,381,808,179,429,825,1101,727,1457,3627,3225,4517,3825,5118,9285,"Carmel city, Indiana",1402,435,332,249,493,226,334,451,490,390,546,1017,962,1056,864,996,1270
