GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNGE001,RNGE002,RNGE003,RNGE004,RNGE005,RNGE006,RNGE007,RNGE008,RNGE009,RNGE010,RNGE011,RNGE012,RNGE013,RNGE014,RNGE015,RNGE016,RNGE017,NAME_M,RNGM001,RNGM002,RNGM003,RNGM004,RNGM005,RNGM006,RNGM007,RNGM008,RNGM009,RNGM010,RNGM011,RNGM012,RNGM013,RNGM014,RNGM015,RNGM016,RNGM017
"G2001130","2005-2009","KS",,,"Kansas","20","McPherson County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20113","McPherson County, Kansas",11603,781,623,431,544,701,730,613,639,677,1060,1322,1832,887,269,285,209,"McPherson County, Kansas",382,195,162,132,166,186,145,126,135,124,154,180,262,148,84,89,77
"G2001150","2005-2009","KS",,,"Kansas","20","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20115","Marion County, Kansas",5067,591,270,224,308,404,287,264,336,232,497,595,731,214,25,34,55,"Marion County, Kansas",368,106,82,51,80,111,63,77,91,58,84,94,111,51,17,24,38
"G2001170","2005-2009","KS",,,"Kansas","20","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20117","Marshall County, Kansas",4482,280,281,270,259,457,356,176,332,186,449,507,584,261,41,16,27,"Marshall County, Kansas",192,76,73,74,64,113,100,54,69,57,100,100,93,66,30,17,20
"G2001190","2005-2009","KS",,,"Kansas","20","Meade County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20119","Meade County, Kansas",1702,116,122,128,117,92,124,71,74,90,211,213,200,37,35,37,35,"Meade County, Kansas",73,44,40,43,34,30,43,30,39,34,62,52,50,22,18,24,26
"G2001210","2005-2009","KS",,,"Kansas","20","Miami County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20121","Miami County, Kansas",11543,467,548,400,470,540,576,493,709,416,1165,1623,1912,842,647,499,236,"Miami County, Kansas",303,160,151,138,143,162,181,141,172,129,223,214,257,160,171,119,80
"G2001230","2005-2009","KS",,,"Kansas","20","Mitchell County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20123","Mitchell County, Kansas",2787,188,174,203,209,215,150,148,158,166,294,262,348,119,64,39,50,"Mitchell County, Kansas",144,84,72,77,65,105,63,68,85,51,84,71,91,55,37,31,33
"G2001250","2005-2009","KS",,,"Kansas","20","Montgomery County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20125","Montgomery County, Kansas",14942,1342,1056,1189,1238,1146,1104,600,752,732,1636,1465,1402,777,258,75,170,"Montgomery County, Kansas",402,237,212,241,222,246,191,133,149,160,226,228,204,158,72,44,71
"G2001270","2005-2009","KS",,,"Kansas","20","Morris County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20127","Morris County, Kansas",2683,221,220,213,192,179,196,135,108,176,310,263,220,104,36,53,57,"Morris County, Kansas",157,64,67,58,64,62,65,43,38,65,62,58,58,43,22,29,27
"G2001290","2005-2009","KS",,,"Kansas","20","Morton County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20129","Morton County, Kansas",1267,31,34,128,84,147,132,50,75,42,128,137,104,83,26,31,35,"Morton County, Kansas",214,28,36,65,67,61,58,34,52,33,44,53,61,40,24,30,21
"G2001310","2005-2009","KS",,,"Kansas","20","Nemaha County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20131","Nemaha County, Kansas",3896,216,182,302,177,320,197,269,200,301,391,531,431,148,95,71,65,"Nemaha County, Kansas",292,69,87,98,61,104,82,66,67,89,73,99,85,49,42,39,40
"G2001330","2005-2009","KS",,,"Kansas","20","Neosho County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20133","Neosho County, Kansas",6431,497,604,500,608,443,437,545,303,287,506,699,564,206,85,81,66,"Neosho County, Kansas",1235,147,155,168,235,204,157,168,95,110,142,209,154,78,38,40,33
"G2001350","2005-2009","KS",,,"Kansas","20","Ness County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20135","Ness County, Kansas",1342,101,84,77,54,100,93,117,67,100,157,107,104,82,25,27,47,"Ness County, Kansas",127,38,27,26,27,31,26,35,21,41,37,28,28,41,19,15,19
"G2001370","2005-2009","KS",,,"Kansas","20","Norton County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20137","Norton County, Kansas",2180,115,175,253,149,211,190,134,74,57,229,271,196,63,43,12,8,"Norton County, Kansas",209,62,94,110,64,112,96,53,46,39,75,97,62,46,44,20,12
"G2001390","2005-2009","KS",,,"Kansas","20","Osage County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20139","Osage County, Kansas",6766,539,366,406,413,335,382,415,412,287,693,965,812,429,172,61,79,"Osage County, Kansas",170,124,81,78,88,86,92,80,76,74,123,156,120,92,59,33,56
"G2001410","2005-2009","KS",,,"Kansas","20","Osborne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20141","Osborne County, Kansas",1839,199,145,124,243,135,109,122,95,79,182,127,130,64,19,33,33,"Osborne County, Kansas",119,50,35,30,70,38,37,36,32,23,53,38,39,19,13,30,19
"G2001430","2005-2009","KS",,,"Kansas","20","Ottawa County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20143","Ottawa County, Kansas",2347,97,123,69,238,137,184,164,138,70,231,379,256,153,56,38,14,"Ottawa County, Kansas",151,41,48,33,63,48,53,68,52,29,66,76,54,49,26,25,14
"G2001450","2005-2009","KS",,,"Kansas","20","Pawnee County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20145","Pawnee County, Kansas",2412,157,66,222,268,146,155,218,184,136,255,191,274,73,17,20,30,"Pawnee County, Kansas",246,91,63,113,104,59,66,120,75,100,114,77,92,55,19,29,38
"G2001470","2005-2009","KS",,,"Kansas","20","Phillips County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20147","Phillips County, Kansas",2355,126,216,141,184,96,114,184,153,135,273,313,249,86,46,34,5,"Phillips County, Kansas",131,45,81,50,57,33,51,53,55,41,92,63,57,44,24,19,5
"G2001490","2005-2009","KS",,,"Kansas","20","Pottawatomie County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20149","Pottawatomie County, Kansas",7608,379,392,401,304,443,532,541,305,367,761,1066,838,566,197,328,188,"Pottawatomie County, Kansas",207,109,120,116,106,131,195,129,94,110,135,158,140,126,80,95,76
"G2001510","2005-2009","KS",,,"Kansas","20","Pratt County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20151","Pratt County, Kansas",4054,438,240,320,305,175,228,179,213,274,424,449,429,164,101,45,70,"Pratt County, Kansas",747,176,200,186,110,99,120,65,101,132,128,108,105,57,49,25,45
"G2001530","2005-2009","KS",,,"Kansas","20","Rawlins County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20153","Rawlins County, Kansas",1232,101,150,73,137,43,120,55,48,55,74,146,142,39,11,26,12,"Rawlins County, Kansas",81,36,44,31,47,17,42,24,24,26,25,35,46,27,9,18,9
"G2001550","2005-2009","KS",,,"Kansas","20","Reno County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20155","Reno County, Kansas",26011,1880,1543,1551,2098,2235,1628,1627,1592,1799,2390,2596,2691,983,560,480,358,"Reno County, Kansas",488,287,241,230,301,259,235,258,280,285,314,278,267,159,129,120,93
"G2001570","2005-2009","KS",,,"Kansas","20","Republic County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20157","Republic County, Kansas",2322,142,203,185,220,189,164,138,157,116,175,233,208,83,40,20,49,"Republic County, Kansas",214,45,66,55,56,69,61,44,53,34,50,52,50,31,27,14,25
"G2001590","2005-2009","KS",,,"Kansas","20","Rice County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20159","Rice County, Kansas",4084,357,345,252,261,189,262,230,280,192,670,404,403,141,43,41,14,"Rice County, Kansas",163,134,110,76,71,53,69,73,99,57,143,72,83,46,22,28,14
"G2001610","2005-2009","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",23964,3275,1604,1578,1626,1479,1579,1570,1138,983,1960,2013,2248,1264,611,662,374,"Riley County, Kansas",519,321,277,282,298,257,276,245,250,216,351,245,297,229,135,118,111
"G2001630","2005-2009","KS",,,"Kansas","20","Rooks County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20163","Rooks County, Kansas",2343,154,222,173,223,128,158,158,169,127,160,276,186,97,47,33,32,"Rooks County, Kansas",110,41,55,48,54,41,48,46,53,43,42,57,52,32,27,20,18
"G2001650","2005-2009","KS",,,"Kansas","20","Rush County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20165","Rush County, Kansas",1563,100,149,123,121,112,115,115,85,102,139,179,124,47,7,27,18,"Rush County, Kansas",128,26,54,42,38,46,35,39,28,34,41,46,35,21,8,16,15
"G2001670","2005-2009","KS",,,"Kansas","20","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20167","Russell County, Kansas",3136,280,298,361,92,299,194,207,144,123,185,308,349,58,83,71,84,"Russell County, Kansas",161,99,96,143,45,131,77,64,67,72,80,96,89,46,51,60,58
"G2001690","2005-2009","KS",,,"Kansas","20","Saline County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20169","Saline County, Kansas",21606,1282,1413,1363,1277,1603,1586,1459,1061,1176,1878,2514,2751,1060,433,440,310,"Saline County, Kansas",372,219,261,261,219,236,269,244,210,223,234,278,279,171,105,135,86
"G2001710","2005-2009","KS",,,"Kansas","20","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20171","Scott County, Kansas",2172,88,61,91,184,177,46,92,132,79,243,403,236,199,28,37,76,"Scott County, Kansas",103,55,50,62,108,79,37,73,77,58,112,133,79,82,32,35,61
"G2001730","2005-2009","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",188977,13289,10397,11071,11814,11095,10572,10763,10470,9200,16375,20183,22903,13859,6628,5741,4617,"Sedgwick County, Kansas",1262,777,770,756,728,780,698,759,615,785,770,922,797,680,444,379,440
"G2001750","2005-2009","KS",,,"Kansas","20","Seward County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20175","Seward County, Kansas",7571,420,380,554,768,480,380,659,445,568,621,734,792,384,193,128,65,"Seward County, Kansas",241,116,143,178,196,135,119,180,161,170,140,166,142,130,75,54,42
"G2001770","2005-2009","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",73204,5451,4082,4437,4563,5096,4163,4037,3721,3213,6679,7875,8693,5323,2267,2023,1581,"Shawnee County, Kansas",762,544,459,445,475,506,383,393,391,315,447,508,559,390,311,247,231
"G2001790","2005-2009","KS",,,"Kansas","20","Sheridan County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20179","Sheridan County, Kansas",1097,71,92,52,76,86,45,57,47,58,131,107,179,28,19,34,15,"Sheridan County, Kansas",135,25,43,26,39,42,27,36,37,29,44,38,51,23,17,17,13
"G2001810","2005-2009","KS",,,"Kansas","20","Sherman County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20181","Sherman County, Kansas",2624,243,71,234,174,199,190,188,173,32,328,285,262,129,29,56,31,"Sherman County, Kansas",194,125,50,107,79,95,89,97,96,30,123,105,113,76,28,48,22
"G2001830","2005-2009","KS",,,"Kansas","20","Smith County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20183","Smith County, Kansas",1830,136,117,141,173,146,147,96,81,125,165,169,215,48,25,16,30,"Smith County, Kansas",162,41,48,55,54,55,46,46,36,45,55,58,67,28,19,18,25
"G2001850","2005-2009","KS",,,"Kansas","20","Stafford County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20185","Stafford County, Kansas",1939,128,193,146,144,156,133,118,100,167,162,174,185,68,29,23,13,"Stafford County, Kansas",71,41,41,39,38,43,38,41,31,52,41,49,42,25,17,16,13
"G2001870","2005-2009","KS",,,"Kansas","20","Stanton County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20187","Stanton County, Kansas",709,44,15,43,44,33,69,23,55,72,65,107,75,29,16,12,7,"Stanton County, Kansas",150,22,13,41,31,30,30,16,27,41,39,49,34,35,13,9,7
"G2001890","2005-2009","KS",,,"Kansas","20","Stevens County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20189","Stevens County, Kansas",1865,134,117,91,118,69,62,157,131,54,204,207,280,110,80,27,24,"Stevens County, Kansas",256,72,88,70,78,45,36,69,74,35,70,86,83,53,46,30,27
"G2001910","2005-2009","KS",,,"Kansas","20","Sumner County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20191","Sumner County, Kansas",9534,640,470,731,627,391,563,492,515,456,838,1098,1274,727,370,140,202,"Sumner County, Kansas",272,152,101,146,148,85,122,125,137,110,156,166,188,137,120,56,71
"G2001930","2005-2009","KS",,,"Kansas","20","Thomas County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20193","Thomas County, Kansas",3091,270,194,206,239,281,135,141,213,117,249,357,467,84,77,34,27,"Thomas County, Kansas",256,125,101,93,121,128,77,89,120,58,141,104,117,49,43,23,18
"G2001950","2005-2009","KS",,,"Kansas","20","Trego County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20195","Trego County, Kansas",1318,119,96,84,55,121,118,117,49,64,164,103,137,58,15,14,4,"Trego County, Kansas",112,44,51,44,27,45,47,40,32,31,63,45,49,32,14,16,7
"G2001970","2005-2009","KS",,,"Kansas","20","Wabaunsee County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20197","Wabaunsee County, Kansas",2673,156,88,222,150,187,70,140,100,131,333,355,439,190,69,27,16,"Wabaunsee County, Kansas",114,52,40,75,46,68,31,43,38,45,72,79,104,63,41,23,13
"G2001990","2005-2009","KS",,,"Kansas","20","Wallace County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20199","Wallace County, Kansas",627,18,51,52,32,61,61,65,41,16,48,69,48,37,13,0,15,"Wallace County, Kansas",85,11,28,29,18,24,28,41,19,11,23,27,21,22,12,109,10
"G2002010","2005-2009","KS",,,"Kansas","20","Washington County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20201","Washington County, Kansas",2680,230,219,223,153,223,216,167,192,124,260,304,177,99,21,44,28,"Washington County, Kansas",120,53,51,49,45,52,53,44,44,42,51,54,45,36,13,25,19
"G2002030","2005-2009","KS",,,"Kansas","20","Wichita County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20203","Wichita County, Kansas",873,56,29,58,89,75,84,41,45,70,73,38,154,17,30,12,2,"Wichita County, Kansas",63,28,24,35,42,37,41,19,24,38,27,27,44,12,25,11,3
"G2002050","2005-2009","KS",,,"Kansas","20","Wilson County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20205","Wilson County, Kansas",4102,355,325,344,312,358,236,200,385,128,415,434,389,88,55,57,21,"Wilson County, Kansas",215,101,115,99,85,101,66,77,122,51,87,102,96,31,25,35,16
"G2002070","2005-2009","KS",,,"Kansas","20","Woodson County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20207","Woodson County, Kansas",1610,157,201,135,204,114,85,85,43,119,125,136,114,38,5,31,18,"Woodson County, Kansas",87,47,58,40,53,35,39,29,25,52,35,43,46,25,6,22,20
"G2002090","2005-2009","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",58640,6414,3773,3962,4453,4378,4152,3586,3760,2740,4382,5970,5581,3361,1180,661,287,"Wyandotte County, Kansas",640,505,353,464,463,435,455,376,378,308,376,482,481,350,244,149,86
"G2100010","2005-2009","KY",,,"Kentucky","21","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21001","Adair County, Kentucky",6717,1189,796,476,455,551,332,507,384,271,412,432,567,171,67,49,58,"Adair County, Kentucky",275,252,160,168,143,168,111,148,103,84,108,135,162,73,43,42,60
"G2100030","2005-2009","KY",,,"Kentucky","21","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21003","Allen County, Kentucky",7099,956,763,583,492,359,531,392,394,304,730,645,656,185,56,46,7,"Allen County, Kentucky",312,234,171,151,126,112,169,155,148,112,171,148,148,74,40,38,11
"G2100050","2005-2009","KY",,,"Kentucky","21","Anderson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21005","Anderson County, Kentucky",8214,362,336,460,432,308,622,437,550,492,764,1249,1083,554,217,252,96,"Anderson County, Kentucky",226,113,135,163,118,100,191,132,162,134,154,221,176,139,88,110,64
"G2100070","2005-2009","KY",,,"Kentucky","21","Ballard County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21007","Ballard County, Kentucky",3502,318,281,204,247,156,303,217,187,198,306,302,390,208,93,10,82,"Ballard County, Kentucky",137,71,82,61,75,70,94,82,63,72,81,79,78,70,43,12,48
"G2100090","2005-2009","KY",,,"Kentucky","21","Barren County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21009","Barren County, Kentucky",16465,2000,1471,1104,1298,979,1065,858,676,872,1562,1470,1470,856,318,195,271,"Barren County, Kentucky",310,319,191,186,260,184,209,190,163,212,223,236,189,192,97,91,91
"G2100110","2005-2009","KY",,,"Kentucky","21","Bath County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21011","Bath County, Kentucky",4159,742,379,325,366,339,292,153,245,61,372,316,285,222,16,20,26,"Bath County, Kentucky",290,171,125,116,123,171,85,84,88,37,130,111,96,98,25,21,27
"G2100130","2005-2009","KY",,,"Kentucky","21","Bell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21013","Bell County, Kentucky",11222,2544,1616,995,829,623,685,340,539,535,734,724,592,221,111,72,62,"Bell County, Kentucky",552,360,269,190,180,164,183,139,171,173,160,154,177,74,69,36,40
"G2100150","2005-2009","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",40722,1805,1346,1384,1457,1746,1327,2065,2034,1742,3504,5331,6813,4833,2291,1850,1194,"Boone County, Kentucky",436,293,239,294,303,301,266,367,340,325,389,474,513,401,326,271,217
"G2100170","2005-2009","KY",,,"Kentucky","21","Bourbon County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21017","Bourbon County, Kentucky",8253,1096,650,421,654,627,392,436,560,317,503,717,932,574,171,147,56,"Bourbon County, Kentucky",376,223,182,138,174,160,147,150,168,86,122,184,154,137,68,78,34
"G2100190","2005-2009","KY",,,"Kentucky","21","Boyd County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21019","Boyd County, Kentucky",20359,2594,1501,1352,1314,1329,1207,1034,1018,998,1551,1809,2157,1167,504,479,345,"Boyd County, Kentucky",476,363,270,257,228,239,205,215,197,210,264,279,267,217,152,184,93
"G2100210","2005-2009","KY",,,"Kentucky","21","Boyle County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21021","Boyle County, Kentucky",10989,1159,801,638,778,686,797,766,607,542,864,988,1125,549,268,172,249,"Boyle County, Kentucky",377,195,179,131,169,150,158,148,155,134,155,147,186,136,83,72,85
"G2100230","2005-2009","KY",,,"Kentucky","21","Bracken County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21023","Bracken County, Kentucky",3252,238,254,352,260,218,186,208,160,85,291,402,290,200,50,25,33,"Bracken County, Kentucky",149,79,92,106,91,67,74,91,66,47,90,107,95,97,35,27,39
"G2100250","2005-2009","KY",,,"Kentucky","21","Breathitt County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21025","Breathitt County, Kentucky",5919,1470,791,768,333,339,367,248,284,184,342,355,233,72,56,17,60,"Breathitt County, Kentucky",225,247,151,198,92,109,140,99,114,79,121,106,91,52,42,17,56
"G2100270","2005-2009","KY",,,"Kentucky","21","Breckinridge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21027","Breckinridge County, Kentucky",7309,680,457,734,795,380,417,352,358,611,559,555,806,242,159,160,44,"Breckinridge County, Kentucky",291,133,115,164,192,123,111,118,129,160,145,142,170,105,84,79,29
"G2100290","2005-2009","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",27584,1436,1388,1231,1499,1652,1281,1424,1870,1241,2731,3680,4192,2241,953,551,214,"Bullitt County, Kentucky",356,285,281,258,275,291,181,237,329,245,362,390,402,309,204,155,109
"G2100310","2005-2009","KY",,,"Kentucky","21","Butler County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21031","Butler County, Kentucky",5361,799,451,413,477,374,275,295,355,299,445,471,380,186,61,25,55,"Butler County, Kentucky",186,175,115,114,132,94,97,114,109,112,116,117,123,85,38,41,44
"G2100330","2005-2009","KY",,,"Kentucky","21","Caldwell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21033","Caldwell County, Kentucky",5377,600,396,617,472,279,218,382,289,275,372,523,470,244,80,139,21,"Caldwell County, Kentucky",283,142,119,182,136,104,103,138,98,102,147,140,163,124,48,86,32
"G2100350","2005-2009","KY",,,"Kentucky","21","Calloway County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21035","Calloway County, Kentucky",14757,1779,1644,916,1248,986,562,843,923,802,1124,1078,1430,657,304,240,221,"Calloway County, Kentucky",509,311,309,170,228,204,132,185,200,171,208,182,223,194,93,89,95
"G2100370","2005-2009","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",35185,2334,1804,1828,1955,1865,1913,1668,1990,1710,2692,3866,4593,3059,1610,1397,901,"Campbell County, Kentucky",720,333,290,298,302,270,323,256,303,240,233,395,356,317,218,248,140
"G2100390","2005-2009","KY",,,"Kentucky","21","Carlisle County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21039","Carlisle County, Kentucky",2169,264,200,282,158,91,152,111,137,81,288,102,153,71,11,27,41,"Carlisle County, Kentucky",117,93,63,97,51,55,54,72,79,39,106,53,67,45,17,30,43
"G2100410","2005-2009","KY",,,"Kentucky","21","Carroll County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21041","Carroll County, Kentucky",4085,437,309,196,261,214,414,75,169,171,246,425,547,261,163,134,63,"Carroll County, Kentucky",194,126,129,77,101,103,155,33,94,97,94,126,140,94,102,74,44
"G2100430","2005-2009","KY",,,"Kentucky","21","Carter County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21043","Carter County, Kentucky",10655,1377,1015,876,820,747,774,618,505,434,856,818,1039,373,169,95,139,"Carter County, Kentucky",473,254,226,176,199,191,218,184,171,133,180,149,225,114,91,53,84
"G2100450","2005-2009","KY",,,"Kentucky","21","Casey County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21045","Casey County, Kentucky",6198,1104,717,573,585,440,274,313,424,221,484,404,377,192,68,16,6,"Casey County, Kentucky",330,200,171,160,175,153,90,118,143,111,137,131,121,78,77,22,10
"G2100470","2005-2009","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",25636,2766,1800,1859,1495,2259,1942,1844,1498,1092,2497,2307,2132,1037,493,320,295,"Christian County, Kentucky",526,342,287,304,242,319,336,261,271,200,352,273,289,189,142,109,99
"G2100490","2005-2009","KY",,,"Kentucky","21","Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21049","Clark County, Kentucky",14673,1371,1149,879,909,537,785,852,834,774,1289,1750,1494,1022,467,268,293,"Clark County, Kentucky",285,234,246,231,203,169,209,200,185,223,243,239,245,193,128,107,101
"G2100510","2005-2009","KY",,,"Kentucky","21","Clay County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21051","Clay County, Kentucky",7197,1758,981,556,670,467,403,341,156,206,529,498,438,124,44,8,18,"Clay County, Kentucky",364,363,229,194,201,157,155,163,74,115,196,178,147,61,39,14,22
"G2100530","2005-2009","KY",,,"Kentucky","21","Clinton County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US21053","Clinton County, Kentucky",4074,946,442,349,395,259,239,188,380,143,152,160,300,81,0,30,10,"Clinton County, Kentucky",216,155,120,132,125,127,124,103,127,72,68,85,107,58,123,30,16
