GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAACE001,AAACE002,AAACE003,AAACE004,AAACE005,AAACE006,AAACE007,AAACE008,AAACE009,AAACE010,AAACE011,AAACE012,AAACE013,AAACE014,AAACE015,AAACE016,AAACE017,AAACE018,AAACE019,AAACE020,AAACE021,AAACE022,AAACE023,AAACE024,AAACE025,AAACE026,AAACE027,AAACE028,AAACE029,AAACE030,AAACE031,AAACE032,AAACE033,AAACE034,AAACE035,AAACE036,AAACE037,AAACE038,AAACE039,AAACE040,AAACE041,AAACE042,AAACE043,AAACE044,AAACE045,AAACE046,AAACE047,AAACE048,AAACE049,NAME_M,AAACM001,AAACM002,AAACM003,AAACM004,AAACM005,AAACM006,AAACM007,AAACM008,AAACM009,AAACM010,AAACM011,AAACM012,AAACM013,AAACM014,AAACM015,AAACM016,AAACM017,AAACM018,AAACM019,AAACM020,AAACM021,AAACM022,AAACM023,AAACM024,AAACM025,AAACM026,AAACM027,AAACM028,AAACM029,AAACM030,AAACM031,AAACM032,AAACM033,AAACM034,AAACM035,AAACM036,AAACM037,AAACM038,AAACM039,AAACM040,AAACM041,AAACM042,AAACM043,AAACM044,AAACM045,AAACM046,AAACM047,AAACM048,AAACM049
"G12007875","2014","FL",,,"Florida","12",,,"Boynton Beach city","07875",,,,,,,,,,,,,,,,"16000US1207875","Boynton Beach city, Florida",73121,35541,1830,2053,2603,951,780,460,654,1946,2113,2569,2229,1956,2565,1998,2487,459,1386,863,406,1472,1621,1072,1068,37580,1761,1676,1412,1005,550,487,427,1865,3009,2380,1977,2722,2259,2661,2168,740,2043,814,673,2045,2000,738,2168,"Boynton Beach city, Florida",35,2293,711,937,887,496,506,439,383,906,864,841,859,827,724,645,875,240,592,726,231,763,574,473,478,2286,902,785,660,629,376,490,427,647,914,752,693,847,847,973,916,395,810,321,344,547,699,309,787
"G12008150","2014","FL",,,"Florida","12",,,"Brandon CDP","08150",,,,,,,,,,,,,,,,"16000US1208150","Brandon CDP, Florida",105125,50231,3263,3183,3169,2170,991,573,426,1451,3310,3879,3648,3407,3417,3829,4159,1452,1937,1061,1094,1455,1023,850,484,54894,2834,3028,2554,1104,953,542,564,1801,4991,6074,3309,4097,4507,3862,3893,1252,1412,1422,1693,2083,825,1105,989,"Brandon CDP, Florida",7268,3985,962,886,1070,705,410,228,308,553,989,915,827,878,858,1057,1155,567,598,524,510,509,460,484,331,4239,970,1167,697,456,631,362,432,763,1248,1263,937,992,1116,1077,957,606,539,551,753,604,470,527,399
"G12010275","2014","FL",,,"Florida","12",,,"Cape Coral city","10275",,,,,,,,,,,,,,,,"16000US1210275","Cape Coral city, Florida",169855,82335,4332,4229,5549,3122,1190,617,1352,3191,4109,3877,4824,4534,7642,5700,4984,2606,3199,1802,4044,4364,2645,2285,2138,87520,3649,4392,5805,3115,1166,380,640,1660,3767,3941,5191,6121,6823,6618,6562,2808,3946,2513,4635,4794,3552,2213,3229,"Cape Coral city, Florida",31,2890,1111,1449,1597,987,717,442,1075,1203,1341,919,1210,1278,1298,1021,1208,973,936,522,1105,1058,962,981,995,2885,1031,1190,1345,905,626,376,647,712,1040,960,1347,1463,1137,1364,1381,960,1040,839,1187,1125,1098,855,981
"G12012875","2014","FL",,,"Florida","12",,,"Clearwater city","12875",,,,,,,,,,,,,,,,"16000US1212875","Clearwater city, Florida",110709,53840,3221,2964,2601,2513,1325,593,851,1412,3923,3123,2358,3355,3947,4116,3343,1638,1552,1232,1312,3161,2418,1475,1407,56869,2923,1889,2276,1404,1193,1426,658,2391,4092,2437,3233,4143,3868,4605,3836,1773,2423,2389,2074,2457,2038,1845,1496,"Clearwater city, Florida",40,2517,1157,956,1012,1091,717,304,526,614,1148,1036,754,1101,1072,823,775,729,589,449,466,921,765,625,658,2525,1214,719,1023,694,589,887,556,796,1385,736,935,1386,952,1107,1049,539,730,678,788,692,613,624,499
"G12014400","2014","FL",,,"Florida","12",,,"Coral Springs city","14400",,,,,,,,,,,,,,,,"16000US1214400","Coral Springs city, Florida",127963,64355,3512,3471,5074,3019,2093,1867,1474,2558,4989,3960,5016,4712,4270,4947,4345,1169,1856,1135,1708,2014,713,305,148,63608,2067,3304,5033,2290,1387,1210,633,2623,3583,5277,3715,4110,5543,5252,5103,2007,3015,1702,1535,1328,969,615,1307,"Coral Springs city, Florida",53,2787,1120,986,1200,805,686,964,717,955,1284,1112,1116,1369,952,1233,1147,519,632,562,615,602,387,189,242,2785,794,966,1294,755,649,811,411,787,938,1493,896,1018,1136,942,1129,700,1027,823,482,592,452,274,630
"G12016475","2014","FL",,,"Florida","12",,,"Davie town","16475",,,,,,,,,,,,,,,,"16000US1216475","Davie town, Florida",98905,46461,2680,2694,3392,1966,1506,738,1381,2177,3725,2527,2936,3333,4448,3767,2860,788,1106,307,1076,1124,792,476,662,52444,3432,2118,3448,2431,1730,817,698,2282,5258,3276,3358,3478,4025,4034,3258,823,1465,980,1844,1657,1123,339,570,"Davie town, Florida",48,2017,952,899,863,776,747,467,802,863,1132,911,1140,1187,1108,901,1033,366,502,236,516,467,462,288,559,2021,1267,779,891,701,800,341,483,906,1311,1072,982,1034,1038,1095,1007,315,682,506,776,637,466,226,395
"G12016725","2014","FL",,,"Florida","12",,,"Deerfield Beach city","16725",,,,,,,,,,,,,,,,"16000US1216725","Deerfield Beach city, Florida",78898,40224,1851,3135,2579,1555,854,409,1328,1264,2184,2241,2699,3370,2624,2883,2027,943,1452,872,669,1631,1248,1042,1364,38674,2172,2083,1791,998,789,750,236,1571,2189,2753,1445,3478,2876,1818,2337,743,1647,709,1260,2072,1604,1565,1788,"Deerfield Beach city, Florida",64,1945,674,1018,1006,760,501,377,836,623,1026,891,863,1239,897,1041,634,538,730,394,302,695,417,595,661,1949,757,758,740,521,521,665,245,604,881,1064,654,1095,798,668,846,437,797,326,473,571,650,693,620
"G12017100","2014","FL",,,"Florida","12",,,"Delray Beach city","17100",,,,,,,,,,,,,,,,"16000US1217100","Delray Beach city, Florida",65054,33880,1688,1702,852,1314,654,336,254,1609,3710,2485,1483,2393,2247,1981,1436,1542,1202,1322,1302,1132,1041,750,1445,31174,1830,1379,1306,922,1201,463,153,1030,1627,1783,1457,2211,1002,1609,1591,779,1683,1630,1161,1967,1144,1141,2105,"Delray Beach city, Florida",26,1896,892,595,453,527,495,243,226,903,1198,755,621,747,668,734,486,760,685,679,574,569,455,487,604,1894,742,634,536,465,624,350,160,565,698,552,531,688,417,535,561,418,515,833,428,697,396,454,687
"G12017200","2014","FL",,,"Florida","12",,,"Deltona city","17200",,,,,,,,,,,,,,,,"16000US1217200","Deltona city, Florida",86907,40913,2696,2059,3675,1995,1002,814,855,1456,3294,2043,1939,2599,2901,3430,2594,1193,1178,1284,1140,985,724,615,442,45994,3574,4021,2042,962,1246,1348,298,1976,2362,3233,3065,2559,2974,3787,3300,971,1343,1407,1499,1652,1223,569,583,"Deltona city, Florida",60,2150,897,769,989,631,681,528,672,677,1187,896,708,885,816,958,959,498,610,605,495,435,331,319,306,2156,1090,1117,761,450,635,883,300,856,914,947,864,860,808,866,835,499,645,690,695,620,612,341,456
"G12024000","2014","FL",,,"Florida","12",,,"Fort Lauderdale city","24000",,,,,,,,,,,,,,,,"16000US1224000","Fort Lauderdale city, Florida",176018,91239,5689,5119,3891,2069,1101,778,763,2207,7274,6614,7707,5453,6363,7834,7758,1532,3173,3174,2827,4606,2253,1460,1594,84779,4596,5469,4105,1435,1285,555,954,2830,5704,5587,6267,4215,6500,6417,6285,2815,4042,1742,2555,4157,2979,1797,2488,"Fort Lauderdale city, Florida",46,2820,1357,1269,1166,655,519,535,604,904,1607,1663,1344,1518,1440,1663,1313,636,965,895,645,1079,668,493,723,2824,1376,1411,1208,629,645,397,594,1102,1277,1276,1239,956,1359,1281,1264,863,1282,589,658,1304,882,567,768
"G12024125","2014","FL",,,"Florida","12",,,"Fort Myers city","24125",,,,,,,,,,,,,,,,"16000US1224125","Fort Myers city, Florida",70916,34397,2192,2137,2762,833,753,277,246,1591,3646,2505,1703,2377,2007,2210,2123,1010,877,780,1272,1640,441,498,517,36519,2575,2058,1487,577,1027,586,354,2477,2560,2325,1860,2165,2403,2851,2439,475,1606,948,1420,1519,1210,747,850,"Fort Myers city, Florida",38,2148,851,961,723,449,439,237,256,657,942,897,564,769,655,707,783,620,368,350,479,628,275,283,391,2149,809,807,690,472,586,489,273,1005,821,797,716,564,874,910,600,271,719,385,467,617,428,426,419
"G12025175","2014","FL",,,"Florida","12",,,"Gainesville city","25175",,,,,,,,,,,,,,,,"16000US1225175","Gainesville city, Florida",128474,61234,2489,1776,2359,1209,7321,2893,4435,6605,6374,3867,3357,3164,2055,2665,2691,1312,1272,849,579,1671,1105,659,527,67240,2829,2017,2057,1109,8562,4460,4061,7690,5085,4569,3304,2872,1606,2740,3497,1173,1956,1079,1216,1770,1229,698,1661,"Gainesville city, Florida",54,1762,971,837,886,472,1322,1200,1496,1604,1023,921,913,925,682,576,670,433,448,452,320,619,471,297,287,1763,1054,714,648,549,1285,1637,1196,1979,983,829,932,910,547,713,829,603,578,426,550,586,505,371,541
"G12030000","2014","FL",,,"Florida","12",,,"Hialeah city","30000",,,,,,,,,,,,,,,,"16000US1230000","Hialeah city, Florida",235566,113813,5465,5302,4852,2861,2848,2073,1819,4400,7990,6845,7697,8463,11285,10453,7906,2623,3086,2696,1680,4938,3732,2464,2335,121753,6621,5432,5904,3419,2586,1635,1367,4434,8594,6759,7258,8836,10816,9590,6932,3194,3273,2232,2383,6539,5842,3973,4134,"Hialeah city, Florida",36,3441,1308,1096,1000,728,821,789,766,1148,1576,1374,1515,1722,1862,1498,1297,811,907,1031,704,1105,833,814,686,3440,1233,1136,1352,841,726,716,643,1072,1508,1300,1326,1277,1611,1708,1252,1040,776,691,685,1200,1162,918,938
"G12032000","2014","FL",,,"Florida","12",,,"Hollywood city","32000",,,,,,,,,,,,,,,,"16000US1232000","Hollywood city, Florida",148040,72357,3781,3288,3801,2990,1911,852,1086,3213,4272,3985,5410,6348,5208,6697,4102,2159,1768,1878,1583,3376,2201,1677,771,75683,3626,3560,3564,3003,1151,1457,248,2871,4366,4886,4986,6821,5486,7745,4903,2283,2271,1443,1968,2944,1999,1661,2441,"Hollywood city, Florida",39,2955,1103,1042,1069,961,840,665,681,1309,1198,1154,1630,1328,1236,1420,993,930,633,741,590,860,847,592,500,2953,918,918,794,882,520,648,221,912,1222,1306,1195,1379,1122,1530,1140,897,700,540,583,798,589,798,804
"G12032275","2014","FL",,,"Florida","12",,,"Homestead city","32275",,,,,,,,,,,,,,,,"16000US1232275","Homestead city, Florida",65514,33544,2907,2800,3394,1510,2000,56,622,1187,2213,3823,2424,960,2430,1080,977,1415,778,398,1177,643,274,349,127,31970,2341,3229,2310,1674,895,209,638,1233,2248,2984,3805,1873,1334,1941,1555,385,694,347,988,224,5,508,550,"Homestead city, Florida",45,2582,1245,1067,1310,842,1070,93,796,618,967,1310,994,529,1258,565,652,931,702,380,875,636,271,433,192,2582,933,1159,1012,763,506,207,570,819,749,995,1760,810,721,859,863,301,602,289,629,323,10,464,647
"G12035000","2014","FL",,,"Florida","12",,,"Jacksonville city","35000",,,,,,,,,,,,,,,,"16000US1235000","Jacksonville city, Florida",853376,411582,30260,28341,26426,14678,10889,6186,6181,20332,35596,30761,23958,28465,27503,28083,25163,10572,12787,8140,9441,11738,7082,4609,4391,441794,28721,26425,27310,15630,10015,6050,6121,19291,36395,32555,25764,30564,28266,30751,31028,11625,12847,9452,11940,13695,9574,8274,9501,"Jacksonville city, Florida",33,1561,621,2248,2072,677,1028,2031,2532,2615,699,1144,2367,2276,562,834,2072,1512,1633,1310,1162,1337,861,812,877,1561,477,2497,2554,520,944,1484,1430,1822,711,808,2272,2199,566,658,1735,1444,1447,1249,1547,1620,1351,1267,1288
"G12036100","2014","FL",,,"Florida","12",,,"Kendall CDP","36100",,,,,,,,,,,,,,,,"16000US1236100","Kendall CDP, Florida",79143,39092,2257,1848,1671,2108,729,849,453,1525,3158,2364,1719,2246,2634,4372,2367,638,1241,813,564,1376,2036,1030,1094,40051,1443,2461,1643,1611,534,51,592,1048,2268,2080,2609,2864,2221,3350,3954,792,1446,932,1516,1352,1298,1988,1998,"Kendall CDP, Florida",8360,4945,914,660,689,906,421,771,386,827,1046,963,902,1025,946,1175,777,354,466,518,395,522,931,599,812,4576,657,863,824,584,419,84,449,556,969,993,1024,942,785,1019,1079,467,534,709,1000,597,730,1050,771
"G12036950","2014","FL",,,"Florida","12",,,"Kissimmee city","36950",,,,,,,,,,,,,,,,"16000US1236950","Kissimmee city, Florida",66729,34860,2625,2474,2309,1105,1376,405,502,603,3240,4072,4476,1959,2379,1373,1349,238,1051,371,563,859,482,100,949,31869,1949,2281,2326,1323,1124,349,201,1591,2459,2298,1827,2780,2477,2263,1182,484,1609,818,659,920,506,87,356,"Kissimmee city, Florida",39,2186,1088,1015,1210,631,806,384,552,354,1081,1188,1678,796,742,563,544,233,749,273,360,432,358,166,742,2191,804,865,1071,626,417,404,299,668,890,900,721,934,903,692,572,344,736,752,354,591,333,104,258
"G12038250","2014","FL",,,"Florida","12",,,"Lakeland city","38250",,,,,,,,,,,,,,,,"16000US1238250","Lakeland city, Florida",102335,48884,3295,3225,3336,1704,1635,608,374,2044,3222,2780,1918,3960,3255,2897,2871,1028,1273,1273,1764,1874,2099,1421,1028,53451,3135,3019,3639,894,2155,1076,1373,2161,3012,3471,3027,2770,3046,3174,2775,1559,1664,1100,2070,2035,2538,2189,1569,"Lakeland city, Florida",45,2011,1177,871,1128,554,608,385,210,908,1137,845,743,794,724,678,841,468,462,493,704,504,613,511,561,2009,855,1005,868,459,695,654,736,711,798,887,793,691,812,711,648,529,555,456,517,617,643,653,465
"G12039425","2014","FL",,,"Florida","12",,,"Largo city","39425",,,,,,,,,,,,,,,,"16000US1239425","Largo city, Florida",79028,36638,1558,1118,990,445,593,242,805,1611,2762,2003,1801,2016,3131,2370,3200,1079,1557,1224,2094,1993,1738,1481,827,42390,1970,2229,2675,1129,474,533,332,1426,2850,2755,2068,1704,1894,3080,2433,1456,2157,1126,1927,2614,1859,1918,1781,"Largo city, Florida",42,1998,955,551,540,380,369,385,859,914,767,750,778,651,837,653,920,433,605,624,690,466,517,699,370,2003,1072,806,1131,678,330,413,387,1038,1006,1028,670,820,701,719,776,588,805,463,623,730,529,503,663
"G12039550","2014","FL",,,"Florida","12",,,"Lauderhill city","39550",,,,,,,,,,,,,,,,"16000US1239550","Lauderhill city, Florida",70636,31006,2218,1909,1578,1369,1359,949,670,1562,2338,1383,1487,1729,1736,2526,1843,1310,800,461,693,1067,1101,507,411,39630,2040,1735,1744,2045,1531,788,286,2188,2766,1978,1642,2881,2682,3202,2523,633,1384,1339,940,2341,927,1002,1033,"Lauderhill city, Florida",42,1933,926,1005,727,681,791,779,456,663,888,668,682,838,696,835,671,782,489,378,368,544,555,424,311,1937,987,672,625,669,646,603,298,830,872,745,630,818,805,840,880,450,759,628,511,840,460,666,436
"G12039925","2014","FL",,,"Florida","12",,,"Lehigh Acres CDP","39925",,,,,,,,,,,,,,,,"16000US1239925","Lehigh Acres CDP, Florida",111416,56578,4189,4889,4422,3751,1092,683,1800,2447,2813,4477,3250,3370,3524,4019,2584,1325,1084,1052,1663,1773,1079,573,719,54838,4012,4721,4861,2354,1466,848,1156,2104,3404,4537,4401,3929,2732,2838,2300,1470,1748,628,1582,1273,1209,538,727,"Lehigh Acres CDP, Florida",6601,4068,1035,1206,1004,909,443,440,1080,844,965,1109,760,891,1060,1176,761,617,477,561,664,726,390,372,401,4127,831,1161,1027,696,624,597,687,996,1009,1272,995,1041,740,794,614,635,671,366,593,437,488,345,417
"G12043975","2014","FL",,,"Florida","12",,,"Melbourne city","43975",,,,,,,,,,,,,,,,"16000US1243975","Melbourne city, Florida",78486,37604,1484,1420,1832,2166,1256,348,202,2470,3731,1671,2135,1273,1878,2664,3375,640,1901,947,1854,1507,1038,1230,582,40882,2323,1170,1689,1435,555,1044,151,1934,2694,1950,1770,2555,2377,3401,3066,1442,996,1106,1369,2749,2156,1572,1378,"Melbourne city, Florida",34,2048,677,590,770,957,471,187,224,982,1123,667,1312,549,660,787,821,281,736,509,834,577,456,634,313,2047,879,632,751,709,344,742,174,917,713,729,799,865,854,890,873,652,507,477,550,871,811,528,637
"G12045000","2014","FL",,,"Florida","12",,,"Miami city","45000",,,,,,,,,,,,,,,,"16000US1245000","Miami city, Florida",430341,209516,13099,8617,9727,5726,3852,2625,3122,8226,16611,18827,16664,20480,15670,14767,11057,5258,6647,3013,5308,9034,4238,3258,3690,220825,12657,12213,9142,4953,3453,2129,1402,11470,17121,16631,17790,14762,16396,15877,11094,4481,9383,5415,7173,8554,6012,4821,7896,"Miami city, Florida",65,4238,1841,1460,1711,1099,959,1073,1175,1432,2275,2114,2535,2429,2327,1688,1872,1376,1223,903,1029,1358,1032,809,1239,4233,1994,2202,1757,1011,1073,784,652,1734,2097,2027,2078,2279,2072,1971,1886,1085,1577,1168,1580,1376,1129,1003,1685
"G12045025","2014","FL",,,"Florida","12",,,"Miami Beach city","45025",,,,,,,,,,,,,,,,"16000US1245025","Miami Beach city, Florida",91721,47749,2935,2050,2289,884,365,735,419,1352,4137,3695,3947,4034,5799,3164,3402,585,1466,801,1285,1472,1513,1003,417,43972,2230,1829,1943,1311,264,600,388,977,2960,4840,2794,3124,4031,3157,1865,641,2255,1075,1233,1828,1287,1410,1930,"Miami Beach city, Florida",46,2343,1058,745,859,495,400,492,391,802,1322,1108,1005,1096,1218,904,1204,460,588,354,672,495,557,402,263,2341,975,743,662,617,227,443,354,499,947,1149,747,884,926,997,757,335,756,495,513,596,459,581,781
"G12045060","2014","FL",,,"Florida","12",,,"Miami Gardens city","45060",,,,,,,,,,,,,,,,"16000US1245060","Miami Gardens city, Florida",112270,52212,3971,3123,4374,2647,1518,1187,1097,3148,4137,3578,2307,3806,3537,3510,2096,910,1451,1178,966,1810,846,474,541,60058,2633,2833,3206,2436,1363,795,1113,2250,5636,3723,5138,3266,4845,4205,3799,1711,2352,1304,1613,1768,1292,1524,1253,"Miami Gardens city, Florida",31,2671,1300,871,1122,693,594,588,589,1195,1156,1333,963,973,1121,1227,759,475,655,546,395,618,364,261,447,2670,1139,761,1026,854,480,496,531,882,1209,1216,1042,871,1113,991,988,670,783,598,529,598,603,635,597
"G12045975","2014","FL",,,"Florida","12",,,"Miramar city","45975",,,,,,,,,,,,,,,,"16000US1245975","Miramar city, Florida",134991,63236,3544,5223,4781,3632,1818,1367,368,1638,5522,4218,3565,4529,4818,4633,4632,1813,1756,1065,1493,611,1379,274,557,71755,4134,3355,6771,3407,2005,784,1246,3814,4310,5584,4636,5113,5493,5617,3971,1578,1505,608,1921,2347,1168,1360,1028,"Miramar city, Florida",42,3821,1203,1424,1421,1194,799,908,434,806,1704,1256,1087,1734,1307,1333,1223,1019,939,753,717,311,764,269,653,3817,1585,1281,2349,1263,946,564,692,1473,1337,2004,1555,1482,1532,1233,1151,699,808,476,1028,1769,655,1022,873
"G12053000","2014","FL",,,"Florida","12",,,"Orlando city","53000",,,,,,,,,,,,,,,,"16000US1253000","Orlando city, Florida",262396,128229,11251,8303,5531,4344,3363,2190,1270,7154,12496,13074,11615,8956,8308,7792,7122,1751,3100,2432,1440,2797,1594,1322,1024,134167,8489,7343,6367,4382,2116,2551,1497,7016,15449,13376,12438,9664,8120,7562,7001,2036,3135,1971,3256,3238,2377,2361,2422,"Orlando city, Florida",91,3851,2503,1932,1531,1410,799,784,632,1528,2309,2005,2101,1768,1671,1366,1453,732,834,718,523,853,704,521,418,3839,1651,1691,1400,922,811,1020,822,1741,2115,1712,1784,1719,1317,1133,1141,708,750,748,836,800,808,862,813
"G12054000","2014","FL",,,"Florida","12",,,"Palm Bay city","54000",,,,,,,,,,,,,,,,"16000US1254000","Palm Bay city, Florida",105845,51135,3022,3570,2890,2004,1168,438,661,3063,3035,2836,3169,3651,3410,3450,4351,734,1314,1448,2084,1737,1366,942,792,54710,1667,3432,3750,2069,1523,429,903,1001,4051,3498,2983,3253,2732,3561,5383,2248,2929,1070,1451,2287,1844,1125,1521,"Palm Bay city, Florida",32,1899,905,1093,901,838,617,679,445,1468,1130,1021,1276,1138,925,915,1284,426,582,761,957,668,664,453,478,1897,766,1098,1208,750,991,524,643,780,1155,1076,1028,1167,836,849,1205,953,1235,639,592,612,762,541,647
"G12054200","2014","FL",,,"Florida","12",,,"Palm Coast city","54200",,,,,,,,,,,,,,,,"16000US1254200","Palm Coast city, Florida",82388,38697,1585,2323,3158,974,1170,513,209,1509,1921,1954,1511,1746,2012,2092,2550,779,1597,2138,2164,2391,2068,1198,1135,43691,1826,1971,2136,1561,590,188,360,2063,2600,2176,1916,2304,2116,3115,3059,1587,1836,883,2529,3528,1730,1328,2289,"Palm Coast city, Florida",2816,1701,489,1089,1144,534,659,416,231,1009,461,498,675,618,762,671,593,443,499,663,591,575,543,499,541,1754,626,572,658,593,297,237,364,638,618,650,721,811,685,571,725,538,560,354,561,800,646,623,759
"G12055775","2014","FL",,,"Florida","12",,,"Pembroke Pines city","55775",,,,,,,,,,,,,,,,"16000US1255775","Pembroke Pines city, Florida",164625,74253,7285,4141,5217,2910,3405,1220,946,2428,4077,4082,5100,4818,5577,5412,4549,1871,1832,1291,1506,2724,1775,1161,926,90372,6010,4437,5360,2319,1182,1378,1205,1998,5686,6381,5886,6463,6235,6509,6526,2022,3455,1514,2526,4472,2196,2897,3715,"Pembroke Pines city, Florida",38,2858,1752,1126,1411,756,1131,776,786,947,1107,1298,1191,1374,1703,1274,1069,908,645,596,498,771,702,488,468,2859,1524,901,1243,809,508,780,608,797,1337,1534,1280,1326,1355,1340,1892,897,1349,842,883,1187,909,960,1704
"G12056825","2014","FL",,,"Florida","12",,,"Pine Hills CDP","56825",,,,,,,,,,,,,,,,"16000US1256825","Pine Hills CDP, Florida",76021,35610,2003,3421,3253,2897,1258,647,571,2102,2561,1809,1600,1996,1821,2910,2113,898,943,578,369,723,516,323,298,40411,2658,2701,2632,1451,430,619,766,2026,3359,1747,3556,2404,4855,2892,2704,632,1264,630,574,870,406,611,624,"Pine Hills CDP, Florida",9238,5123,925,1327,1392,978,580,477,413,842,1131,895,923,790,660,778,718,547,522,362,237,400,329,228,343,5115,1268,1154,945,617,323,435,668,907,1193,788,1161,898,1157,714,906,399,533,353,347,640,233,444,425
"G12057425","2014","FL",,,"Florida","12",,,"Plantation city","57425",,,,,,,,,,,,,,,,"16000US1257425","Plantation city, Florida",91454,44484,2950,3540,1526,1011,525,1143,283,1699,4895,3517,3400,1953,3122,3454,3126,1580,1295,752,1665,1297,869,332,550,46970,2789,2502,2510,1449,592,579,458,1786,4550,3433,3048,2678,3752,3707,2478,1701,2147,952,1238,1290,1321,991,1019,"Plantation city, Florida",37,2317,1111,1096,578,430,330,899,309,836,1396,1101,1205,925,799,1085,840,690,656,338,589,526,360,236,325,2313,1065,1023,732,580,431,591,386,808,1142,949,981,946,1327,886,652,736,869,369,593,380,532,531,552
"G12058050","2014","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",106115,55934,2365,3423,2727,1571,925,930,266,1885,3747,5476,3577,4528,2663,3744,4034,821,2885,1052,1698,2091,1834,1596,2096,50181,2128,2193,3517,1273,457,156,319,1843,3376,3961,3585,1893,3104,4647,3376,942,1545,745,1657,1979,2352,2115,3018,"Pompano Beach city, Florida",47,2501,852,1049,833,860,550,559,202,1067,1083,1468,971,1332,846,947,986,477,920,524,505,690,647,556,753,2499,837,920,1293,652,302,207,316,811,987,1151,1065,796,1101,1122,752,405,568,358,544,634,622,720,846
"G12058715","2014","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",174093,87806,3586,5899,6589,3851,1256,1745,550,2993,5625,4753,5621,5540,4875,6253,5667,1997,3894,2476,2014,4077,3785,2669,2091,86287,4045,4552,5448,2969,2422,195,487,2273,3616,5407,4679,6662,5694,7085,6851,1742,3587,2501,2961,4227,2294,3348,3242,"Port St. Lucie city, Florida",65,1924,1147,1765,1656,833,781,1091,461,1702,1600,877,1163,1344,976,1020,1434,693,1264,1032,929,1285,1389,1165,962,1925,1269,1539,1564,818,1094,224,497,892,933,1335,1192,1623,1526,901,1564,690,1040,1064,942,1350,846,1336,1022
