GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AQDCE001,AQDCE002,AQDCE003,AQDCE004,AQDCE005,AQDCE006,AQDCE007,AQDCE008,AQDCE009,AQDCE010,AQDCE011,AQDCE012,AQDCE013,AQDCE014,AQDCE015,AQDCE016,AQDCE017,AQDCE018,AQDCE019,AQDCE020,AQDCE021,AQDCE022,AQDCE023,AQDCE024,AQDCE025,AQDCE026,AQDCE027,NAME_M,AQDCM001,AQDCM002,AQDCM003,AQDCM004,AQDCM005,AQDCM006,AQDCM007,AQDCM008,AQDCM009,AQDCM010,AQDCM011,AQDCM012,AQDCM013,AQDCM014,AQDCM015,AQDCM016,AQDCM017,AQDCM018,AQDCM019,AQDCM020,AQDCM021,AQDCM022,AQDCM023,AQDCM024,AQDCM025,AQDCM026,AQDCM027
"G12068350","2022","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"1600000US1268350","1268350","Spring Hill CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spring Hill CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12069700","2022","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"1600000US1269700","1269700","Sunrise city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunrise city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12070600","2022","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"1600000US1270600","1270600","Tallahassee city, Florida",49505,48502,357,232,389,0,351,588,117,1180,1707,995,1694,1534,854,2183,2337,5173,6083,8089,5855,5558,1974,870,75,307,1003,"Tallahassee city, Florida",2482,2467,394,280,347,239,351,613,203,840,882,562,970,842,463,925,1081,1381,1553,1633,1595,1544,1068,571,126,332,603
"G12070675","2022","FL",,,"Florida","12",,,"Tamarac city","70675",,,,,,,,,,,,,,,,"1600000US1270675","1270675","Tamarac city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tamarac city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12071000","2022","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"1600000US1271000","1271000","Tampa city, Florida",84726,82679,836,565,1298,855,305,206,507,529,926,476,724,1308,1324,967,1831,4051,3940,12950,9998,21176,9968,5200,1704,1035,2047,"Tampa city, Florida",4067,4248,697,380,640,488,410,204,455,395,571,310,483,776,592,647,963,1224,1258,2205,1761,2476,1882,1518,908,783,815
"G12071625","2022","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"1600000US1271625","1271625","The Villages CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Villages CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12072145","2022","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"1600000US1272145","1272145","Town 'n' Country CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Town 'n' Country CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12075875","2022","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"1600000US1275875","1275875","Wesley Chapel CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wesley Chapel CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12076582","2022","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"1600000US1276582","1276582","Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12076600","2022","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"1600000US1276600","1276600","West Palm Beach city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Palm Beach city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13001052","2022","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"1600000US1301052","1301052","Albany city, Georgia",16305,15935,410,24,0,364,896,559,701,798,1452,1160,1018,1220,819,1656,961,1057,1952,740,32,116,0,0,0,0,370,"Albany city, Georgia",1763,1833,477,40,228,343,558,479,455,470,668,629,507,586,437,669,584,727,1219,595,54,202,228,228,228,228,368
"G13001696","2022","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"1600000US1301696","1301696","Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13003440","2022","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"1600000US1303440","1303440","Athens-Clarke County unified government (balance), Georgia",32145,31862,0,44,154,274,0,371,334,335,328,1858,1395,780,1712,2384,2803,2807,3085,5481,3359,2880,1333,0,145,0,283,"Athens-Clarke County unified government (balance), Georgia",2037,2078,228,88,258,341,228,418,401,361,378,958,731,664,870,1018,1015,985,1479,1461,1088,1056,692,228,138,228,255
"G13004000","2022","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"1600000US1304000","1304000","Atlanta city, Georgia",128022,124300,2570,2277,1225,1848,2488,2444,512,1510,741,617,402,1522,1756,1477,4060,3797,6411,12025,15938,34615,14841,5123,3054,3047,3722,"Atlanta city, Georgia",5360,5366,1011,978,667,829,948,989,381,862,517,357,382,895,887,961,1806,1288,1886,2468,3132,3778,2431,1517,1173,1115,1369
"G13004204","2022","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"1600000US1304204","1304204","Augusta-Richmond County consolidated government (balance), Georgia",33545,31692,482,332,65,631,760,471,355,966,920,992,879,1044,2954,2485,3412,3284,2882,4105,2088,2522,63,0,0,0,1853,"Augusta-Richmond County consolidated government (balance), Georgia",2414,2341,387,308,85,446,662,464,371,739,542,508,580,553,915,1053,1084,1232,1202,1195,679,852,78,228,228,228,874
"G13019000","2022","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"1600000US1319000","1319000","Columbus city, Georgia",40475,39653,206,257,1162,350,164,1139,270,1130,1249,1559,1101,1758,3357,1527,4385,3188,3249,3745,4036,4916,156,0,600,149,822,"Columbus city, Georgia",2344,2321,326,256,823,256,231,618,241,651,718,1187,594,753,1459,978,1553,991,1393,1280,1377,1505,226,228,547,236,524
"G13042425","2022","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"1600000US1342425","1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13049008","2022","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"1600000US1349008","1349008","Macon-Bibb County, Georgia",29709,28387,139,225,519,428,329,376,648,1219,1128,1905,1492,1078,1772,1845,1458,3365,3214,3494,1937,1382,434,0,0,0,1322,"Macon-Bibb County, Georgia",2472,2549,145,242,580,266,290,256,518,708,547,850,809,721,786,994,1183,1387,1184,1350,1086,891,602,228,228,228,845
"G13067284","2022","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"1600000US1367284","1367284","Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13068516","2022","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"1600000US1368516","1368516","Sandy Springs city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy Springs city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13069000","2022","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"1600000US1369000","1369000","Savannah city, Georgia",32934,31779,0,56,155,457,287,635,507,649,503,501,195,1248,667,1047,1461,4346,3091,4544,5660,4163,1057,366,149,35,1155,"Savannah city, Georgia",2567,2568,228,94,110,325,251,420,392,614,400,359,199,774,429,556,767,1151,1022,1119,1635,1290,528,308,145,56,592
"G13072122","2022","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"1600000US1372122","1372122","South Fulton city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Fulton city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13080508","2022","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"1600000US1380508","1380508","Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G15071550","2022","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"1600000US1571550","1571550","Urban Honolulu CDP, Hawaii",71481,66709,685,672,636,579,556,188,317,362,215,483,564,794,649,715,546,1076,3004,10451,10394,14607,7356,4380,3067,4413,4772,"Urban Honolulu CDP, Hawaii",3021,2887,621,465,498,259,243,168,311,262,154,251,442,377,544,379,313,398,780,1648,1526,1799,1287,931,827,1332,1336
"G16008830","2022","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"1600000US1608830","1608830","Boise City city, Idaho",33825,32717,85,63,94,225,646,95,125,300,107,438,413,622,506,510,780,2230,2559,6451,5545,7674,2558,361,91,239,1108,"Boise City city, Idaho",2709,2569,111,107,114,179,547,111,141,241,127,289,429,409,310,211,464,812,722,1064,1419,1369,756,307,110,162,495
"G16012250","2022","ID",,,"Idaho","16",,,"Caldwell city","12250",,,,,,,,,,,,,,,,"1600000US1612250","1612250","Caldwell city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16039700","2022","ID",,,"Idaho","16",,,"Idaho Falls city","39700",,,,,,,,,,,,,,,,"1600000US1639700","1639700","Idaho Falls city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Idaho Falls city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16052120","2022","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"1600000US1652120","1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2022","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"1600000US1656260","1656260","Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17002154","2022","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"1600000US1702154","1702154","Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17003012","2022","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"1600000US1703012","1703012","Aurora city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17006613","2022","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"1600000US1706613","1706613","Bloomington city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17007133","2022","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"1600000US1707133","1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2022","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"1600000US1712385","1712385","Champaign city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Champaign city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17014000","2022","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"1600000US1714000","1714000","Chicago city, Illinois",629026,612300,3587,4050,8876,12179,7915,5425,5392,5060,4840,7546,4750,15412,11168,15824,17549,53324,53539,108548,68633,102375,47171,22520,9602,17015,16726,"Chicago city, Illinois",12765,12176,1189,1556,2201,2347,2198,1435,1641,1698,1387,2293,1146,2499,2375,2711,2825,5882,5561,7077,5263,6943,4679,3720,2009,3367,2787
"G17014351","2022","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"1600000US1714351","1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2022","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"1600000US1718823","1718823","Decatur city, Illinois",10197,9947,62,88,274,542,34,305,763,617,639,1238,1268,579,956,286,679,789,114,419,182,40,0,0,0,73,250,"Decatur city, Illinois",1554,1560,101,113,238,439,54,249,468,418,405,696,587,344,477,239,466,525,149,261,189,77,206,206,206,110,182
"G17023074","2022","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"1600000US1723074","1723074","Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17024582","2022","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"1600000US1724582","1724582","Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17038570","2022","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"1600000US1738570","1738570","Joliet city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Joliet city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17051622","2022","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"1600000US1751622","1751622","Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17057225","2022","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"1600000US1757225","1757225","Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17059000","2022","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"1600000US1759000","1759000","Peoria city, Illinois",20967,20651,155,366,117,1406,49,166,392,286,847,1404,914,2283,2102,1033,1464,1722,1515,2547,972,701,87,0,0,123,316,"Peoria city, Illinois",2033,2034,256,301,244,812,80,175,302,282,440,695,481,1372,1298,677,696,700,579,837,575,571,141,206,206,148,238
"G17065000","2022","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"1600000US1765000","1765000","Rockford city, Illinois",24718,23350,231,387,700,395,156,802,280,556,784,1872,1582,1101,1889,1700,2338,3127,1663,2685,550,206,92,133,31,90,1368,"Rockford city, Illinois",1867,1941,221,310,397,328,150,465,387,403,525,682,703,591,721,807,908,949,815,826,319,162,109,102,54,109,589
"G17068003","2022","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"1600000US1768003","1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2022","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"1600000US1770122","1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2022","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"1600000US1772000","1772000","Springfield city, Illinois",16399,16153,0,244,270,340,394,247,0,715,812,1080,622,1575,1851,1429,921,1865,905,1708,329,400,210,73,0,163,246,"Springfield city, Illinois",1786,1728,206,190,431,319,340,257,206,476,444,502,334,668,922,587,617,673,439,823,287,291,280,119,206,188,161
"G17079293","2022","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"1600000US1779293","1779293","Waukegan city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waukegan city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18005860","2022","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"1600000US1805860","1805860","Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18010342","2022","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"1600000US1810342","1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2022","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"1600000US1822000","1822000","Evansville city, Indiana",23484,22636,226,0,465,874,203,506,196,817,1781,1227,1897,1923,1477,1649,1981,3666,1216,1710,551,173,64,0,0,34,848,"Evansville city, Indiana",2308,2369,200,207,366,599,241,309,231,503,859,565,762,878,652,693,1003,1411,450,884,414,231,111,207,207,63,373
"G18023278","2022","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"1600000US1823278","1823278","Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2022","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"1600000US1825000","1825000","Fort Wayne city, Indiana",40465,39212,301,0,354,276,368,1282,407,368,1451,2392,2842,4783,1891,2394,2243,5344,3934,4169,1616,1655,992,85,0,65,1253,"Fort Wayne city, Indiana",3022,3107,408,207,371,242,323,783,263,283,670,815,1013,1397,767,923,862,1509,1132,1244,750,804,519,138,207,106,562
"G18027000","2022","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"1600000US1827000","1827000","Gary city, Indiana",15617,13369,212,435,0,349,342,310,175,0,0,735,473,673,1707,1603,2016,2189,628,1356,166,0,0,0,0,0,2248,"Gary city, Indiana",1864,1895,279,412,207,276,283,364,196,207,207,364,397,459,1038,840,1200,838,485,834,284,207,207,207,207,207,892
"G18031000","2022","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"1600000US1831000","1831000","Hammond city, Indiana",10126,9738,83,172,211,270,0,76,109,53,57,286,240,402,838,849,495,1388,1887,1723,296,303,0,0,0,0,388,"Hammond city, Indiana",1518,1531,101,187,170,221,207,122,135,88,97,282,170,357,596,467,459,854,862,820,253,354,207,207,207,207,331
"G18036003","2022","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"1600000US1836003","1836003","Indianapolis city (balance), Indiana",159137,155244,1430,874,1147,2613,772,1098,1700,1048,977,4846,6757,7636,12544,13458,12499,17904,16608,25294,10399,12054,2083,818,217,468,3893,"Indianapolis city (balance), Indiana",6548,6448,1412,680,701,1832,468,614,1355,607,529,1632,1554,2073,2579,2695,2606,3377,2592,3748,1910,2684,960,516,196,480,1306
"G18040788","2022","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"1600000US1840788","1840788","Lafayette city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18051876","2022","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"1600000US1851876","1851876","Muncie city, Indiana",13603,12961,0,128,104,472,412,368,181,353,596,1047,477,728,1578,872,910,1707,1492,1012,0,405,119,0,0,0,642,"Muncie city, Indiana",1631,1511,207,142,195,353,347,346,201,249,508,538,300,396,773,409,462,767,789,638,207,482,202,207,207,207,535
"G18054180","2022","IN",,,"Indiana","18",,,"Noblesville city","54180",,,,,,,,,,,,,,,,"1600000US1854180","1854180","Noblesville city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noblesville city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18071000","2022","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"1600000US1871000","1871000","South Bend city, Indiana",17620,17167,174,0,44,388,109,863,432,312,353,876,660,722,956,2283,1533,2152,1824,1624,991,680,27,0,0,164,453,"South Bend city, Indiana",1565,1575,160,207,73,251,102,463,309,219,300,510,340,413,315,801,575,683,794,640,468,402,49,207,207,193,231
"G19001855","2022","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"1600000US1901855","1901855","Ames city, Iowa",16203,16079,96,32,98,0,0,37,580,527,241,1273,552,1019,1296,1271,726,2017,1752,2417,883,1058,0,0,43,161,124,"Ames city, Iowa",1378,1371,172,54,161,170,170,61,430,534,225,797,365,667,586,596,367,693,600,967,431,662,170,170,77,76,108
"G19002305","2022","IA",,,"Iowa","19",,,"Ankeny city","02305",,,,,,,,,,,,,,,,"1600000US1902305","1902305","Ankeny city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ankeny city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19012000","2022","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"1600000US1912000","1912000","Cedar Rapids city, Iowa",17375,16997,45,0,49,682,169,126,296,491,175,1001,1195,1846,1358,1171,1907,1731,1632,1471,1128,112,42,0,43,327,378,"Cedar Rapids city, Iowa",1860,1828,75,170,82,367,273,144,449,446,130,542,526,808,531,612,886,552,660,593,584,133,73,170,72,251,260
"G19019000","2022","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"1600000US1919000","1919000","Davenport city, Iowa",16704,16268,281,0,0,128,0,82,258,441,376,1173,877,1236,1320,1348,959,2929,1273,1869,1342,69,0,72,154,81,436,"Davenport city, Iowa",1913,1911,317,170,170,158,170,162,208,428,267,694,496,837,708,880,595,974,604,717,860,112,170,126,187,143,303
"G19021000","2022","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"1600000US1921000","1921000","Des Moines city, Iowa",36792,35624,0,0,85,466,207,314,501,195,127,824,1069,1163,2298,3315,2983,5836,4077,7273,3245,1498,48,0,0,100,1168,"Des Moines city, Iowa",2970,2951,170,170,138,493,204,288,356,230,162,467,464,602,1003,1269,1309,1736,1238,2001,1350,670,81,170,170,173,793
"G19038595","2022","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"1600000US1938595","1938595","Iowa City city, Iowa",15442,15267,0,0,0,0,28,0,276,244,121,552,294,847,680,915,1987,1473,1564,2218,2055,1110,565,44,57,237,175,"Iowa City city, Iowa",1546,1526,170,170,170,170,47,170,361,337,116,470,223,499,445,505,802,606,651,901,700,562,454,77,102,254,211
"G19073335","2022","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"1600000US1973335","1973335","Sioux City city, Iowa",11868,11214,13,71,67,316,238,225,225,113,562,479,731,1315,129,420,1044,1875,1066,707,667,319,424,0,0,208,654,"Sioux City city, Iowa",1613,1656,25,121,100,341,241,213,212,116,313,424,479,847,194,268,723,826,606,350,536,341,209,170,170,273,416
"G19082425","2022","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"1600000US1982425","1982425","Waterloo city, Iowa",10287,9869,41,41,0,93,47,117,378,543,647,1370,859,656,910,596,1276,536,496,708,457,32,0,0,66,0,418,"Waterloo city, Iowa",1279,1282,74,71,170,119,80,192,475,517,417,616,543,378,448,342,504,367,335,429,368,54,170,170,113,170,303
"G19083910","2022","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"1600000US1983910","1983910","West Des Moines city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Des Moines city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20036000","2022","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"1600000US2036000","2036000","Kansas City city, Kansas",23330,21739,450,266,384,277,312,57,634,296,1097,573,1040,747,1484,1773,1582,3093,3267,1770,875,1277,167,137,0,181,1591,"Kansas City city, Kansas",2118,2137,423,325,326,278,280,105,554,324,610,375,456,505,674,828,792,1016,975,709,484,736,143,234,185,285,575
"G20038900","2022","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"1600000US2038900","2038900","Lawrence city, Kansas",22545,21586,144,0,101,68,0,243,505,749,85,570,772,2225,1941,1133,1360,2487,1213,3242,1762,1191,467,308,130,890,959,"Lawrence city, Kansas",1938,1974,251,185,164,85,185,233,804,554,154,421,508,996,899,637,773,928,711,1122,881,843,473,409,229,635,641
"G20052575","2022","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"1600000US2052575","2052575","Olathe city, Kansas",12340,12292,70,0,0,0,0,49,167,90,265,316,299,511,586,176,627,899,1074,2729,1270,2199,444,54,0,467,48,"Olathe city, Kansas",1624,1626,104,185,185,185,185,84,173,114,203,251,272,458,440,153,482,438,701,915,715,818,286,86,185,289,79
"G20053775","2022","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"1600000US2053775","2053775","Overland Park city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Overland Park city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20064500","2022","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"1600000US2064500","2064500","Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20071000","2022","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"1600000US2071000","2071000","Topeka city, Kansas",23397,22046,181,434,82,595,367,1095,502,642,1212,1846,1818,1405,2109,655,819,2055,1847,2927,245,249,598,96,210,57,1351,"Topeka city, Kansas",1759,1747,219,502,136,476,284,540,568,360,723,715,841,752,745,403,321,859,759,1100,302,211,447,123,184,98,682
