GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALKVE001,ALKVE002,ALKVE003,ALKVE004,ALKVE005,ALKVE006,ALKVE007,ALKVE008,ALKVE009,ALKVE010,ALKVE011,ALKVE012,ALKVE013,ALKVE014,ALKVE015,ALKVE016,ALKVE017,ALKVE018,ALKVE019,ALKVE020,ALKVE021,ALKVE022,ALKVE023,ALKVE024,ALKVE025,ALKVE026,ALKVE027,NAME_M,ALKVM001,ALKVM002,ALKVM003,ALKVM004,ALKVM005,ALKVM006,ALKVM007,ALKVM008,ALKVM009,ALKVM010,ALKVM011,ALKVM012,ALKVM013,ALKVM014,ALKVM015,ALKVM016,ALKVM017,ALKVM018,ALKVM019,ALKVM020,ALKVM021,ALKVM022,ALKVM023,ALKVM024,ALKVM025,ALKVM026,ALKVM027
"G12075812","2019","FL",,,"Florida","12",,,"Wellington village","75812",,,,,,,,,,,,,,,,"16000US1275812","Wellington village, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wellington village, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12075875","2019","FL",,,"Florida","12",,,"Wesley Chapel CDP","75875",,,,,,,,,,,,,,,,"16000US1275875","Wesley Chapel CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wesley Chapel CDP, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12076582","2019","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G12076600","2019","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Palm Beach city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13001052","2019","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",15135,14099,175,372,829,304,268,662,1488,820,2201,969,1080,1257,877,494,723,650,354,263,313,0,0,0,0,0,1036,"Albany city, Georgia",1891,1930,222,319,613,384,244,472,886,460,1230,669,673,833,607,433,531,532,317,231,281,234,234,234,234,234,772
"G13001696","2019","GA",,,"Georgia","13",,,"Alpharetta city","01696",,,,,,,,,,,,,,,,"16000US1301696","Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpharetta city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13003440","2019","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",32974,32350,890,413,0,1071,277,300,392,1304,1801,2310,2204,1346,2507,2783,3281,2444,2569,2581,2411,1009,353,0,0,104,624,"Athens-Clarke County unified government (balance), Georgia",1970,2002,951,536,234,858,281,378,350,1068,1179,1061,932,616,966,970,929,916,889,813,937,448,290,234,234,171,388
"G13004000","2019","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",119404,117266,2993,2561,2259,2173,1202,1363,1327,1446,1716,1641,3517,3637,2225,4756,3237,7993,7518,13934,19650,20441,6842,2851,1300,684,2138,"Atlanta city, Georgia",6051,6004,1399,1267,1271,843,519,725,710,766,851,764,1076,1326,904,1423,1223,1960,1625,2728,2978,2675,1516,1081,891,467,1024
"G13004204","2019","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",32807,31426,490,114,48,486,690,27,644,860,1085,1388,3376,2313,3042,3474,1700,5029,2032,3470,928,61,0,0,0,169,1381,"Augusta-Richmond County consolidated government (balance), Georgia",3077,2993,597,184,82,381,476,46,382,591,500,928,1128,948,1020,1341,793,1690,953,1568,556,71,234,234,234,307,754
"G13019000","2019","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",37229,35902,124,201,308,964,716,1064,741,793,1989,1715,2342,2234,2788,3368,2427,4629,2555,3653,1263,1675,125,165,30,33,1327,"Columbus city, Georgia",2511,2467,103,310,201,620,479,516,383,410,821,682,962,677,890,947,889,1305,1042,1302,564,395,118,156,52,58,630
"G13042425","2019","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13049008","2019","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",27765,25964,804,805,176,840,852,1510,1304,787,1026,1543,1450,1974,2322,2018,1168,2180,1250,2746,781,107,0,0,321,0,1801,"Macon-Bibb County, Georgia",2214,2127,701,500,160,644,514,668,512,486,548,595,673,840,1008,814,551,786,613,934,572,127,234,234,380,234,876
"G13067284","2019","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roswell city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13068516","2019","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandy Springs city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13069000","2019","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",30097,28459,306,552,651,477,350,533,304,524,285,1317,528,1538,970,2374,2671,3242,3158,4310,1984,1703,174,97,208,203,1638,"Savannah city, Georgia",2268,2236,226,348,471,290,346,341,370,459,225,655,380,802,552,786,936,875,973,1023,738,684,186,100,239,238,647
"G13072122","2019","GA",,,"Georgia","13",,,"South Fulton city","72122",,,,,,,,,,,,,,,,"16000US1372122","South Fulton city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Fulton city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G13080508","2019","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G15071550","2019","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",70989,68939,462,513,956,1836,458,621,1406,366,397,990,310,689,807,757,624,2647,3431,11640,8599,14828,7003,5034,3348,1217,2050,"Urban Honolulu CDP, Hawaii",3481,3467,463,273,480,828,343,390,1109,278,332,537,311,447,508,458,314,823,1016,1848,1369,2296,1462,1520,1035,534,580
"G16008830","2019","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",37079,36754,336,81,210,326,56,83,404,641,161,1649,275,1621,1133,773,2079,6549,4528,6134,5786,3059,364,244,135,127,325,"Boise City city, Idaho",2702,2696,543,135,333,269,96,140,283,541,135,951,238,790,592,356,761,1365,1055,1421,1812,1108,260,220,162,112,254
"G16052120","2019","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2019","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nampa city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17002154","2019","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17003012","2019","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17006613","2019","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",13151,12926,0,86,121,70,90,106,222,1106,582,605,1608,905,1125,1521,1203,1379,596,763,338,124,74,195,107,0,225,"Bloomington city, Illinois",1486,1529,195,147,199,122,106,127,317,705,367,368,846,455,516,855,633,660,291,330,284,150,122,311,192,195,203
"G17007133","2019","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2019","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",20154,19838,0,0,60,0,140,352,179,132,504,1002,865,331,1907,1497,909,3783,2020,2812,1216,1740,96,196,97,0,316,"Champaign city, Illinois",2122,2020,195,195,102,195,139,371,232,174,364,734,646,297,890,782,548,1150,843,986,813,824,165,244,131,195,359
"G17014000","2019","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",603352,585626,7103,6878,13821,10438,8743,6248,4901,8909,5855,12367,14078,19287,19136,21342,28003,57837,51808,89705,57496,73033,36083,19464,9329,3762,17726,"Chicago city, Illinois",10270,10403,1555,1788,2079,1973,2005,1701,1309,1717,1357,1967,1953,2669,2837,2737,3528,4890,4214,6596,4371,4581,3834,2737,2107,1190,2347
"G17014351","2019","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2019","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",11984,11488,280,191,59,131,117,714,685,1221,2271,1984,879,806,652,177,58,173,585,165,121,0,219,0,0,0,496,"Decatur city, Illinois",1573,1516,186,129,71,106,144,361,483,559,931,863,460,512,498,197,69,154,361,170,149,195,352,195,195,195,274
"G17023074","2019","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elgin city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17024582","2019","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evanston city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17038570","2019","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",13383,12738,0,125,533,432,139,185,37,318,83,922,371,535,588,1166,905,1718,1198,1582,761,492,648,0,0,0,645,"Joliet city, Illinois",1571,1547,195,167,440,311,232,188,62,245,105,695,294,363,424,537,536,614,632,614,322,303,511,195,195,195,434
"G17051622","2019","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17057225","2019","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17059000","2019","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",19165,18316,360,129,897,416,259,805,443,357,509,1629,2216,2464,2003,1234,1173,911,937,656,724,66,84,44,0,0,849,"Peoria city, Illinois",1657,1656,294,156,497,391,253,515,363,239,300,534,890,879,703,694,573,516,523,362,459,108,138,74,195,195,429
"G17065000","2019","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",27658,26922,940,221,487,158,409,272,503,1095,1656,2354,2552,2070,2980,2451,1494,2245,1699,1377,755,824,227,64,89,0,736,"Rockford city, Illinois",2169,2097,508,226,282,145,318,176,282,516,656,782,869,732,941,862,709,920,644,491,340,650,136,85,81,195,444
"G17068003","2019","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2019","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2019","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",21217,20423,36,782,517,191,507,356,765,983,745,916,2631,1538,2388,1651,1087,2162,874,1151,158,475,148,362,0,0,794,"Springfield city, Illinois",1945,1914,58,431,436,164,374,251,557,509,412,501,916,567,738,631,564,832,433,736,156,441,152,298,195,195,404
"G17079293","2019","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",15257,14981,377,472,97,29,98,446,0,302,242,0,263,436,412,1369,940,2264,2406,3347,1014,373,0,94,0,0,276,"Waukegan city, Illinois",1953,1957,326,380,120,50,137,406,195,315,264,195,262,294,300,760,620,976,1075,1139,778,381,195,160,195,195,255
"G18005860","2019","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",18395,18177,228,81,169,247,39,0,47,247,658,458,731,1350,1687,1115,990,2286,1873,3328,1714,659,197,0,0,73,218,"Bloomington city, Indiana",2013,2021,274,137,219,383,69,201,70,203,422,363,551,771,688,521,528,989,830,1110,788,329,217,201,201,125,215
"G18010342","2019","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2019","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",24532,23888,358,432,467,495,63,551,654,1453,1924,1746,1739,2872,2937,2490,1561,1725,1441,529,238,149,0,0,64,0,644,"Evansville city, Indiana",1883,1896,349,278,407,301,112,581,314,701,891,632,675,993,849,1159,756,781,765,343,279,160,201,201,84,201,352
"G18023278","2019","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fishers city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2019","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",38927,38005,312,323,657,524,533,548,1498,1840,3522,4586,3380,4082,3129,2698,2889,2750,1088,2610,668,69,165,85,49,0,922,"Fort Wayne city, Indiana",2412,2405,271,447,369,314,352,362,610,642,987,1293,674,1193,1002,876,914,795,629,990,456,99,159,139,44,201,460
"G18027000","2019","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",15817,14398,22,388,378,677,74,164,298,330,824,1151,1310,1712,1603,1416,1656,1456,463,280,32,130,0,0,0,34,1419,"Gary city, Indiana",1597,1549,37,304,304,386,94,155,299,263,655,580,548,640,732,661,734,689,438,338,54,156,201,201,201,56,666
"G18031000","2019","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",11293,10352,67,51,279,223,247,445,153,65,332,702,642,969,467,559,377,2102,1332,948,277,115,0,0,0,0,941,"Hammond city, Indiana",1500,1418,112,84,323,170,243,397,145,106,402,500,321,572,321,425,300,761,622,617,210,185,201,201,201,201,482
"G18036003","2019","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",160136,156188,2109,2295,1153,1506,906,877,1225,2441,4172,9899,11609,15562,15132,14770,10600,19404,14518,14360,7724,3910,886,445,639,46,3948,"Indianapolis city (balance), Indiana",5027,5014,991,1137,569,667,599,429,476,801,1227,1902,2098,2362,2629,2307,1981,2767,2273,2138,1752,1046,423,433,413,77,1360
"G18040788","2019","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",17413,16853,33,234,436,0,297,0,320,493,782,1065,1078,1756,1265,1734,2011,1794,1397,2048,39,71,0,0,0,0,560,"Lafayette city, Indiana",1695,1671,54,319,557,201,206,201,285,471,513,650,548,692,611,786,776,772,713,959,65,61,201,201,201,201,407
"G18051876","2019","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",14726,14354,227,452,362,18,392,414,1348,1229,866,1388,1370,1612,897,418,956,683,697,404,300,245,76,0,0,0,372,"Muncie city, Indiana",1869,1844,296,380,245,32,445,344,777,688,512,744,650,703,514,281,627,521,441,372,380,284,93,201,201,201,424
"G18054180","2019","IN",,,"Indiana","18",,,"Noblesville city","54180",,,,,,,,,,,,,,,,"16000US1854180","Noblesville city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noblesville city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G18071000","2019","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",17601,16972,243,377,320,657,542,54,98,956,722,1183,1116,1078,1617,1690,1632,1585,1021,1092,282,160,78,0,469,0,629,"South Bend city, Indiana",1894,1908,269,464,268,486,258,94,97,510,487,553,500,462,613,610,847,507,485,525,212,150,95,201,408,201,316
"G19001855","2019","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",15057,14744,0,94,0,0,27,98,380,223,379,258,252,1482,660,884,477,3302,1806,1843,823,1276,346,86,48,0,313,"Ames city, Iowa",1388,1345,165,175,165,165,47,95,320,232,344,191,216,673,339,464,312,1211,907,1064,528,757,364,84,86,165,248
"G19002305","2019","IA",,,"Iowa","19",,,"Ankeny city","02305",,,,,,,,,,,,,,,,"16000US1902305","Ankeny city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ankeny city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19012000","2019","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",20336,19813,0,0,148,874,165,61,176,1371,2679,1256,2177,1361,1613,990,1095,1828,1615,1666,163,170,79,0,326,0,523,"Cedar Rapids city, Iowa",2447,2470,165,165,238,590,159,104,137,844,1092,660,814,550,912,495,578,816,895,711,152,195,95,165,362,165,439
"G19019000","2019","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",16029,15484,138,62,179,316,135,715,289,576,739,2082,817,1614,1338,923,1430,1342,464,1109,209,350,0,508,0,149,545,"Davenport city, Iowa",1494,1560,217,105,260,330,217,500,195,326,471,743,444,643,625,459,686,705,274,626,196,233,165,480,165,132,264
"G19021000","2019","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",35925,34981,227,208,143,507,47,257,461,722,548,1230,1084,2228,3915,3985,4736,5110,3855,3274,840,1445,130,29,0,0,944,"Des Moines city, Iowa",2472,2389,183,317,167,341,76,213,335,493,322,632,522,819,1294,1295,1253,1325,1246,874,440,714,154,47,165,165,715
"G19038595","2019","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",17277,16901,0,0,0,0,186,64,208,639,728,945,591,516,493,665,1490,1252,1903,2460,2036,1451,1248,26,0,0,376,"Iowa City city, Iowa",1812,1761,165,165,165,165,223,119,223,567,583,476,507,314,329,390,524,671,755,883,610,773,737,45,165,165,266
"G19073335","2019","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G19082425","2019","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",11301,11046,46,142,270,17,467,497,300,627,476,571,648,1162,1802,886,985,825,557,385,34,84,177,88,0,0,255,"Waterloo city, Iowa",1333,1260,88,222,300,30,485,380,213,435,364,338,357,426,610,539,656,491,347,298,57,94,145,78,165,165,314
"G19083910","2019","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"16000US1983910","West Des Moines city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Des Moines city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20036000","2019","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",24464,23827,1205,135,129,686,229,649,608,730,422,1699,942,3054,2721,1786,2244,2589,736,1933,856,474,0,0,0,0,637,"Kansas City city, Kansas",1976,2002,568,162,172,466,190,369,503,390,373,620,310,895,1035,656,873,980,427,820,540,303,181,181,181,181,424
"G20038900","2019","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",23108,22821,0,772,0,491,285,201,251,567,685,1144,1876,819,1433,1490,1578,2884,2069,4565,623,836,252,0,0,0,287,"Lawrence city, Kansas",1881,1736,181,860,181,463,285,174,203,619,413,701,1125,429,818,599,783,923,1122,1340,365,715,377,181,181,181,481
"G20052575","2019","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",14880,14466,176,55,77,0,263,224,103,107,421,294,310,551,833,1199,596,1931,2053,2036,1846,1062,86,0,0,243,414,"Olathe city, Kansas",1746,1702,277,91,127,181,189,245,136,137,313,263,297,376,499,580,374,870,700,742,839,456,141,181,181,148,282
"G20053775","2019","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",27776,27309,0,66,27,95,0,223,57,0,50,192,0,292,307,1368,1585,5103,2970,6769,3705,3037,699,363,97,304,467,"Overland Park city, Kansas",2039,2108,181,115,47,80,181,253,76,181,81,231,181,291,300,612,655,1212,796,1355,787,934,374,233,114,186,385
"G20064500","2019","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"16000US2064500","Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shawnee city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G20071000","2019","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",21962,21520,813,88,189,269,497,878,1266,764,1429,1425,1163,1730,2884,829,2258,1634,1788,633,278,291,189,0,176,49,442,"Topeka city, Kansas",1688,1782,804,106,303,185,361,434,684,445,548,474,490,624,782,404,939,609,725,367,239,295,198,181,216,84,341
"G20079000","2019","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",62567,61216,708,571,408,567,1383,766,3722,4280,4569,5951,4461,3199,5825,4782,3922,4762,3174,3609,3017,804,384,0,300,52,1351,"Wichita city, Kansas",2967,2939,448,368,330,338,661,440,1186,1074,1106,1541,1026,1031,1307,1350,990,1069,1034,914,1101,804,269,181,224,60,470
"G21008902","2019","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"16000US2108902","Bowling Green city, Kentucky",17534,17148,214,144,0,252,284,209,1085,679,1480,2040,643,2511,1785,1018,555,1917,549,1384,399,0,0,0,0,0,386,"Bowling Green city, Kentucky",1569,1585,255,132,201,207,280,170,852,455,770,898,428,1058,948,435,350,1114,419,663,341,201,201,201,201,201,308
"G21046027","2019","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",61607,59963,112,308,68,913,358,611,633,1227,1251,2319,4820,4694,4597,4837,4099,9225,5862,6917,3066,2113,1632,208,93,0,1644,"Lexington-Fayette urban county, Kentucky",3491,3402,144,251,93,448,278,521,338,564,580,832,1228,1114,1306,1438,1330,1610,1359,1213,1181,813,848,222,118,201,642
"G21048006","2019","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",102124,97961,2080,1174,3314,1927,878,1302,1527,3557,4478,5241,4749,6388,8402,7093,5620,12223,7509,12086,4539,3032,207,253,382,0,4163,"Louisville/Jefferson County metro government (balance), Kentucky",3873,3815,835,683,1136,794,448,705,579,1247,1320,1207,1200,1228,1982,1543,1519,1816,1701,1732,1141,982,182,217,320,201,1087
"G22005000","2019","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",42921,40644,650,924,495,824,699,673,596,1835,1616,2753,1554,1790,3767,3053,3585,4902,2510,4530,1670,1622,341,255,0,0,2277,"Baton Rouge city, Louisiana",3147,3009,465,742,339,529,549,574,314,872,894,1121,669,663,1237,1215,1280,1565,979,1343,883,681,392,282,224,224,1062
"G22008920","2019","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",11191,10741,302,121,419,0,70,337,42,792,367,80,292,1341,768,786,553,774,1003,1568,734,305,87,0,0,0,450,"Bossier City city, Louisiana",1355,1338,467,218,419,224,96,247,72,592,310,105,296,678,500,644,434,460,628,854,639,216,161,224,224,224,571
