GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKRSE001,AKRSE002,AKRSE003,AKRSE004,AKRSE005,AKRSE006,AKRSE007,AKRSE008,AKRSE009,AKRSE010,AKRSE011,AKRSE012,AKRSE013,AKRSE014,AKRSE015,AKRSE016,AKRSE017,AKRSE018,AKRSE019,AKRSE020,AKRSE021,AKRSE022,AKRSE023,AKRSE024,AKRSE025,AKRSE026,AKRSE027,AKRSE028,AKRSE029,AKRSE030,AKRSE031,AKRSE032,AKRSE033,AKRSE034,AKRSE035,AKRSE036,AKRSE037,AKRSE038,AKRSE039,AKRSE040,AKRSE041,AKRSE042,AKRSE043,AKRSE044,AKRSE045,AKRSE046,AKRSE047,AKRSE048,AKRSE049,NAME_M,AKRSM001,AKRSM002,AKRSM003,AKRSM004,AKRSM005,AKRSM006,AKRSM007,AKRSM008,AKRSM009,AKRSM010,AKRSM011,AKRSM012,AKRSM013,AKRSM014,AKRSM015,AKRSM016,AKRSM017,AKRSM018,AKRSM019,AKRSM020,AKRSM021,AKRSM022,AKRSM023,AKRSM024,AKRSM025,AKRSM026,AKRSM027,AKRSM028,AKRSM029,AKRSM030,AKRSM031,AKRSM032,AKRSM033,AKRSM034,AKRSM035,AKRSM036,AKRSM037,AKRSM038,AKRSM039,AKRSM040,AKRSM041,AKRSM042,AKRSM043,AKRSM044,AKRSM045,AKRSM046,AKRSM047,AKRSM048,AKRSM049
"G1201270","2019","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,"05000US12127","Volusia County, Florida",553284,269471,12862,12662,14615,8231,6765,3433,3322,9373,17068,16254,14560,14297,15929,17270,19790,8325,12238,8935,9559,17496,11602,7487,7398,283813,13240,15574,11354,8194,5889,3614,3257,8028,16068,15668,15180,14513,15888,17562,21038,8520,15507,10300,11789,18583,13972,9787,10288,"Volusia County, Florida",0,925,81,1827,1751,141,800,1065,1093,1436,389,430,1836,1897,1110,823,1880,1504,1623,1363,1261,1403,1435,1170,1262,925,516,1538,1553,584,929,1259,1018,1254,316,384,2130,2037,474,189,1848,1627,1620,1431,1233,1667,1493,1369,1517
"G1201310","2019","FL",,,"Florida","12","Walton County","131",,,,,,,,,,,,,,,,,,"05000US12131","Walton County, Florida",74071,37682,2275,2445,2009,1334,656,438,245,855,2215,2103,3939,2107,2044,2496,2946,902,1598,1138,1379,1867,991,516,1184,36389,1826,2467,1961,765,934,620,144,470,1781,2718,2077,1913,1908,2348,3458,1319,1826,1333,1402,2047,815,797,1460,"Walton County, Florida",0,932,437,891,743,567,519,501,276,545,385,210,1252,970,61,434,770,470,634,610,479,558,501,406,522,932,332,892,675,451,702,539,179,361,313,604,983,997,76,238,814,809,725,608,568,519,535,704,798
"G1300130","2019","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,"05000US13013","Barrow County, Georgia",83240,41336,2624,2678,3480,2860,1212,332,615,1570,2925,2335,2783,3480,2767,2666,2460,871,1310,912,899,1044,817,250,446,41904,2716,3047,3387,793,672,0,226,1742,3628,3223,2405,3757,3270,2287,2934,847,960,937,1030,1923,937,818,365,"Barrow County, Georgia",0,927,352,815,643,453,498,254,477,561,446,265,688,886,464,445,691,359,501,385,339,378,234,204,324,927,352,723,677,408,254,234,268,391,722,473,879,816,816,301,510,419,430,433,365,598,340,314,265
"G1300150","2019","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,"05000US13015","Bartow County, Georgia",107738,51966,3497,3933,2924,2039,1150,919,1209,1523,3120,3612,3079,3964,3172,4196,3373,1040,2180,856,2075,1592,1214,803,496,55772,3345,3948,4001,2033,1502,703,592,2344,3572,3686,4281,2213,4042,3295,3652,1256,2132,1642,1664,1962,2324,1248,335,"Bartow County, Georgia",0,1186,433,733,898,319,633,603,678,537,294,645,970,946,184,985,828,490,884,413,838,536,359,413,332,1186,761,1268,860,320,660,458,428,756,382,593,1091,747,841,259,852,582,696,729,596,707,857,584,222
"G1300210","2019","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,"05000US13021","Bibb County, Georgia",153159,71888,5221,5580,5403,2950,3647,1035,228,2497,5414,4353,3842,4410,4326,4201,5308,1347,2222,1443,2024,2785,1242,1161,1249,81271,4873,4360,5891,2840,3327,568,1838,2484,5921,5351,6100,3489,4844,4482,4551,2143,3627,2396,2837,2733,3034,1743,1839,"Bibb County, Georgia",0,524,490,925,894,125,906,487,212,800,234,134,907,819,258,309,846,676,807,609,593,658,362,395,401,524,289,868,820,64,683,377,862,895,166,219,735,772,304,234,842,730,884,632,752,631,712,620,589
"G1300310","2019","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,"05000US13031","Bulloch County, Georgia",79608,38755,1956,1767,2346,1422,3629,2669,1683,2730,2546,2784,1809,1999,1852,1894,1805,885,900,385,1233,1224,532,457,248,40853,2432,2030,2476,1066,3257,1465,1436,3174,3098,2951,1881,2249,2430,1648,2330,818,1136,1259,651,894,979,994,199,"Bulloch County, Georgia",0,1053,479,720,727,716,1089,952,1006,970,663,787,592,761,459,532,685,464,471,357,574,539,266,281,223,1053,402,653,895,441,1155,537,630,1005,376,741,763,734,586,320,728,487,662,570,406,424,494,410,180
"G1300450","2019","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,"05000US13045","Carroll County, Georgia",119992,58554,4795,3298,4486,2312,1787,732,1118,3428,3842,3440,4304,4065,3441,3772,4220,911,1211,1370,1253,1891,1384,981,513,61438,3333,4137,3541,2369,2846,926,877,2530,4874,4020,4642,4256,3450,3317,3953,974,2170,777,1910,2826,1181,1438,1091,"Carroll County, Georgia",0,765,714,834,1198,424,286,581,586,1071,638,673,1468,1181,569,734,681,416,482,678,496,592,448,494,442,765,499,1025,1107,613,674,459,489,730,766,674,1261,993,553,392,651,464,591,404,537,663,438,498,448
"G1300470","2019","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,"05000US13047","Catoosa County, Georgia",67580,32343,2380,2573,1567,1367,972,567,406,899,1803,1748,1442,2540,2567,2132,2343,548,1353,821,812,1418,1199,759,127,35237,1900,2693,1619,1365,697,75,455,1363,2776,2094,1474,2590,2260,2473,2224,1282,1139,878,814,2086,1586,280,1114,"Catoosa County, Georgia",0,1182,717,562,626,77,674,469,395,604,77,234,588,602,694,82,744,370,615,477,443,527,390,396,150,1182,517,767,717,286,396,96,404,574,921,267,525,529,76,418,726,572,605,428,375,529,594,263,610
"G1300510","2019","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,"05000US13051","Chatham County, Georgia",289430,139847,8658,8732,9681,4905,4302,1749,3931,6229,11792,10999,9755,7967,7533,8021,8309,2494,4889,2909,3278,6105,3673,2410,1526,149583,7584,8005,7862,5012,5187,1641,1709,7087,12796,11756,9908,8208,8374,8658,10553,3483,5081,4853,5325,5498,4696,2685,3622,"Chatham County, Georgia",0,713,652,1980,1758,515,357,841,1800,1508,469,986,1549,1383,456,784,1150,746,1078,781,820,1008,704,604,583,713,217,1318,1266,425,747,694,867,1212,634,1067,1672,1813,414,585,1364,931,1342,958,941,1094,789,622,708
"G1300570","2019","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,"05000US13057","Cherokee County, Georgia",258773,126127,7040,8847,9651,6067,2447,1561,1580,4300,8067,8090,8398,8781,9568,9584,7647,3037,4744,2344,2534,5998,3728,1033,1081,132646,7507,7916,10118,5024,3551,1315,1126,4246,6824,9342,9320,9937,9462,8759,7418,3488,5664,2749,4522,6936,3854,2661,907,"Cherokee County, Georgia",0,1748,810,1649,1510,891,195,839,1021,1147,1029,977,1825,1687,1131,921,1613,1180,1149,991,921,1058,738,442,567,1748,879,1421,1527,665,873,775,567,843,631,1355,1800,1674,788,725,1643,1117,1141,1051,1314,1562,948,900,442
"G1300590","2019","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,"05000US13059","Clarke County, Georgia",128331,61269,3872,3515,3750,808,5886,2827,2028,6075,4581,5098,2241,3104,2821,3673,3161,969,1005,299,1017,2676,1252,477,134,67062,3190,2492,3407,967,8108,2814,1689,5129,5949,4224,3508,3398,3457,3577,4316,643,1570,951,1753,2361,2016,1027,516,"Clarke County, Georgia",0,1284,497,1345,1235,239,1968,1506,841,1566,786,1310,974,684,726,1103,573,460,446,272,390,450,305,293,126,1284,1180,1172,1371,441,1722,1137,742,1395,512,851,946,1225,948,1441,669,391,559,385,554,559,715,424,269
"G1300630","2019","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,"05000US13063","Clayton County, Georgia",292256,135978,10976,10997,12284,5962,4213,1752,2711,6027,11145,9408,9440,8708,7365,8473,8343,3433,2774,2123,3020,3278,1592,1237,717,156278,11244,8799,13544,6816,4344,1659,1185,8055,12528,11647,10829,10866,10554,9776,9132,4200,5008,2847,2569,5361,2048,2254,1013,"Clayton County, Georgia",0,1966,1900,1676,1778,768,553,884,1138,1147,771,1085,1115,1590,699,953,1049,1005,997,639,760,974,550,574,434,1966,1676,1746,1814,898,720,866,800,1082,825,937,1758,1709,864,854,1397,1301,1113,933,765,857,654,695,464
"G1300670","2019","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,"05000US13067","Cobb County, Georgia",760141,369344,23303,23769,26349,15839,10127,4765,4731,14709,28560,27587,27510,23762,26162,24797,24340,9827,11057,5990,9063,11949,8072,2983,4093,390797,22837,24981,23874,15592,9711,4081,2945,16585,28493,27533,27099,28310,28619,26825,26902,8798,13345,7894,9340,15964,9780,7106,4183,"Cobb County, Georgia",0,959,596,2524,2524,463,432,1440,1428,2286,281,366,2606,2461,2,99,2006,2049,1617,1151,1409,1299,977,765,849,959,596,2222,2223,399,330,1175,1054,1339,5,4,2383,2375,281,324,1934,1506,2019,1326,1275,1610,1586,1222,949
"G1300730","2019","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,"05000US13073","Columbia County, Georgia",156714,78054,4094,5835,7333,4102,3035,616,1124,2426,6134,5122,4892,4958,4343,5214,4946,1947,1982,2217,2157,2217,2427,461,472,78660,4292,5555,4392,3736,1989,603,773,3188,4612,5068,5596,6637,5337,4734,4483,2747,2799,1367,3234,2537,2527,1140,1314,"Columbia County, Georgia",0,1392,436,1540,1515,996,1345,504,709,915,1193,382,1651,1355,529,528,869,791,718,787,789,755,545,354,349,1392,641,1278,1237,825,1072,484,667,1091,725,1034,2096,2245,747,658,1025,996,915,603,1350,921,762,431,725
"G1300770","2019","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,"05000US13077","Coweta County, Georgia",148509,73270,4451,6318,4806,3430,1555,1291,1183,1775,4634,4428,3549,5727,5609,5255,5235,1251,2950,1017,1885,2974,1985,1415,547,75239,4023,4092,5898,3021,1679,1243,411,2174,5415,4770,3872,5902,5361,5492,5641,1019,3483,1486,2451,3629,1929,1403,845,"Coweta County, Georgia",0,1030,749,1128,1084,512,356,574,466,733,717,547,822,1085,869,514,1063,673,1091,424,591,662,622,585,349,1030,632,1422,1138,531,796,659,364,795,1062,826,891,1018,896,443,956,496,825,600,677,890,557,446,458
"G1300890","2019","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,"05000US13089","DeKalb County, Georgia",759297,357937,26650,22712,25772,13249,8684,5298,3478,12879,31052,30178,25375,26152,23919,22043,22929,8802,8743,6051,10112,9853,7354,2964,3688,401360,25909,22122,24644,13052,8469,3936,5337,15551,33844,32668,30383,26380,26505,25057,26313,11365,12148,8323,10977,15677,10999,5564,6137,"DeKalb County, Georgia",0,599,2,2771,2771,8,472,1368,1336,1546,179,181,2148,2201,169,2,1623,1824,1602,1145,1566,1372,975,705,960,599,477,2577,2576,5,322,1160,1558,2105,287,2,2557,2562,133,287,2562,2039,1844,1364,1536,1740,1479,1190,1587
"G1300950","2019","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,"05000US13095","Dougherty County, Georgia",87956,40291,3100,2529,3170,1432,1551,1299,688,2363,2016,2207,3919,1525,1659,2091,2661,716,1311,1043,1313,1574,1022,751,351,47665,2984,3144,2387,1591,2150,1210,859,1421,3522,2995,2423,2468,3105,2787,2414,1499,2063,827,1083,2986,2230,538,979,"Dougherty County, Georgia",0,1207,1090,898,792,132,205,942,480,1028,1015,934,1304,602,945,460,684,490,686,482,466,448,286,269,219,1207,1229,849,756,318,552,703,493,557,444,425,763,757,501,185,672,638,567,480,478,585,549,422,473
"G1300970","2019","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,"05000US13097","Douglas County, Georgia",146343,70122,6049,3134,8127,2996,2688,780,1474,2766,3859,3945,5233,4020,4238,5200,2812,1735,3732,921,2148,1825,1299,342,799,76221,3071,3969,6053,4040,3312,1505,1767,2216,3424,4558,5640,5595,5725,5643,5096,1489,2893,1302,1802,2739,2357,935,1090,"Douglas County, Georgia",0,1679,1127,1199,1386,912,1234,592,1071,1087,1190,760,1235,1066,968,544,819,654,921,480,722,699,437,233,376,1679,1113,1467,1388,939,1551,796,1366,881,866,345,1134,1116,277,449,1073,776,917,552,784,816,930,433,509
"G1301130","2019","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,"05000US13113","Fayette County, Georgia",114421,54661,2560,3898,3801,2724,1289,292,1268,1544,2782,1995,3827,3373,3948,3746,5087,965,1975,794,2157,2833,1540,956,1307,59760,2490,3690,4103,3054,360,533,242,2586,2826,2804,3962,3602,4441,4094,4383,1759,2505,1443,2411,3437,2294,1676,1065,"Fayette County, Georgia",0,754,444,889,818,428,638,291,709,724,638,498,827,887,554,184,663,333,560,354,650,672,484,432,530,754,362,843,882,447,357,364,343,401,667,596,813,809,607,648,778,655,836,450,703,759,622,571,456
"G1301150","2019","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,"05000US13115","Floyd County, Georgia",98498,47831,2632,3865,3643,2062,1328,1008,840,1522,3940,2460,2800,2094,3488,3484,2597,751,1710,1220,1361,2339,1598,371,718,50667,2584,3731,1986,2227,2253,1152,763,860,3857,2413,3640,2067,4196,3433,3589,1087,1423,1074,1716,2402,1529,1358,1327,"Floyd County, Georgia",0,1101,601,1074,1065,556,360,597,667,585,788,399,498,533,693,865,564,367,543,552,430,550,384,187,322,1101,518,932,775,786,717,593,716,431,784,414,1077,582,1092,861,661,362,514,475,538,632,543,482,549
"G1301170","2019","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,"05000US13117","Forsyth County, Georgia",244252,121237,7105,9994,10265,6313,3446,1673,1061,3345,5177,5983,10107,9130,11247,9253,8261,2053,3568,1497,3585,3310,2594,1870,400,123015,6889,8353,10656,5979,3202,1664,918,3093,4782,6604,10277,10431,10460,9207,7107,2544,3630,2347,3279,4261,4013,1682,1637,"Forsyth County, Georgia",0,853,736,1156,1178,308,683,687,560,686,795,728,1319,1214,286,269,922,590,773,535,753,687,545,506,244,853,736,861,868,267,515,654,548,648,557,821,1261,1110,742,531,780,638,721,686,678,741,882,543,676
"G1301210","2019","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,"05000US13121","Fulton County, Georgia",1063937,514901,31029,29977,34704,19569,16322,6281,8021,23634,47169,43101,36338,35776,36811,34609,32387,8823,16595,8218,10653,16080,9002,4123,5679,549036,30055,30203,32574,19683,16486,6397,7734,22227,49200,44301,43303,35197,39303,34882,34902,10626,17962,11908,15389,16616,11162,9037,9889,"Fulton County, Georgia",0,358,2,3933,3950,2,746,1834,2138,2344,4,60,2977,2946,331,256,2607,1826,2354,1409,1748,1580,1235,1029,1121,358,4,2955,2977,21,1011,2153,1718,2488,188,68,3141,3143,270,140,2931,2205,2294,1880,1925,1851,1423,1482,1649
"G1301270","2019","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,"05000US13127","Glynn County, Georgia",85292,40427,2015,3712,2290,1824,605,424,325,2119,2542,2539,1879,2162,2455,2506,2587,1049,1589,1771,1383,1779,985,1310,577,44865,1640,2485,3166,1095,1235,656,400,1056,1947,3831,2437,3172,2526,2776,3192,1262,1948,1122,2143,2660,1190,1340,1586,"Glynn County, Georgia",0,1129,896,1148,734,606,484,551,383,865,1011,769,835,782,642,479,661,480,587,634,636,659,424,496,423,1129,731,824,614,652,745,483,397,564,379,859,1024,1003,623,172,794,669,670,687,673,591,464,533,650
"G1301350","2019","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,"05000US13135","Gwinnett County, Georgia",936250,456837,30822,33829,37998,23334,12941,6655,6715,17208,31056,29856,33763,29901,33590,32181,32427,8974,11886,7924,9161,12303,6681,3265,4367,479413,30062,34418,36119,22751,12167,6604,5872,17470,31315,31352,35803,33710,36582,33447,34245,8893,13860,9482,10271,15007,8442,5940,5601,"Gwinnett County, Georgia",0,805,2,3498,3499,338,4,1875,1869,2297,244,7,3350,3348,3,253,2319,1713,2040,1231,1574,1692,1437,1010,991,805,366,3198,3184,4,4,1922,2048,2417,3,242,3239,3259,34,165,2384,1924,2411,1522,1661,1864,1366,1139,1256
"G1301390","2019","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,"05000US13139","Hall County, Georgia",204441,101421,6556,6207,8535,4559,2703,891,2071,3597,6779,6301,6040,6444,7118,7279,6860,2285,3279,1297,3150,4286,2959,1439,786,103020,6336,5936,7874,4593,2744,984,1254,4491,6748,5706,5023,7091,7528,6924,6280,1778,4585,2180,3313,4133,3789,1894,1836,"Hall County, Georgia",0,679,463,1207,1318,407,487,497,689,850,501,436,1032,1297,565,689,1080,750,862,464,861,745,592,559,395,679,389,1035,956,413,266,459,638,705,372,287,901,855,545,520,877,601,927,523,699,762,765,564,692
"G1301510","2019","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,"05000US13151","Henry County, Georgia",234561,112878,6787,8887,8859,6685,3880,577,2727,4446,7372,5847,6042,7942,7848,8832,8336,2062,3400,1442,3558,3317,1777,886,1369,121683,6361,8271,8863,4564,2863,414,1910,5890,7718,7447,7991,8841,9623,10006,7780,3388,4092,1819,3881,3896,2389,1877,1799,"Henry County, Georgia",0,902,812,1613,1755,779,1230,401,1311,1446,511,240,1870,1772,451,711,1049,706,1041,513,958,997,431,437,428,902,727,1757,1812,677,987,337,1119,1356,648,609,1823,1815,476,797,1180,1136,981,894,920,870,640,691,540
"G1301530","2019","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,"05000US13153","Houston County, Georgia",157863,77845,6355,5058,6379,4324,2286,2161,804,3133,4595,5454,5827,4480,4475,4285,5683,1740,2235,2007,1657,2107,1029,923,848,80018,3295,6061,6544,2233,1101,2315,789,3638,4458,6554,6033,4525,5017,5923,4261,2825,2819,1692,1876,2682,2473,1367,1537,"Houston County, Georgia",0,1554,763,1219,1193,827,1218,1342,559,902,1073,1077,1559,1188,343,277,957,740,659,638,620,568,412,612,410,1554,770,963,1021,496,737,1369,502,1273,1066,1011,1283,1087,407,783,1151,1021,935,921,698,855,995,557,630
"G1301570","2019","GA",,,"Georgia","13","Jackson County","157",,,,,,,,,,,,,,,,,,"05000US13157","Jackson County, Georgia",72977,35599,2468,2677,2771,1497,748,84,248,1007,2330,2192,3214,1924,2525,2594,1799,874,1652,864,1293,1153,626,381,678,37378,2504,2861,2476,1538,538,0,0,1515,2765,3242,2920,1969,2604,2052,2407,676,1445,1150,1425,954,1244,567,526,"Jackson County, Georgia",0,1005,501,748,717,254,404,134,206,394,378,247,753,656,448,565,513,396,527,397,719,437,287,304,283,1005,373,754,760,309,234,234,234,75,542,826,761,623,404,77,555,425,608,492,604,447,328,245,302
"G1301850","2019","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,"05000US13185","Lowndes County, Georgia",117406,56915,4560,4198,3920,2266,1704,1152,2117,4043,5192,4403,3698,3196,2225,2734,2760,797,1810,986,931,1610,923,977,713,60491,3636,4262,3966,1670,2405,1706,2559,3570,5083,4020,3907,3320,2370,3104,3122,1212,2042,1069,1777,2146,1069,1413,1063,"Lowndes County, Georgia",0,901,679,806,852,664,1114,764,1087,1314,1397,640,939,987,342,224,735,688,632,464,506,504,556,507,416,901,213,739,893,686,1027,934,1302,1478,484,444,1010,1036,405,305,639,538,516,516,551,487,508,458,423
"G1302150","2019","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,"05000US13215","Muscogee County, Georgia",195769,94345,6795,7800,6000,3818,3360,1620,1780,3635,8343,7065,6240,6187,5284,5200,5739,1779,3081,2140,1674,2960,1402,1232,1211,101424,6899,7367,6186,3440,2843,999,1446,4189,7658,6885,7169,5740,6254,6171,6039,2846,3113,2575,2652,4023,1929,2386,2615,"Muscogee County, Georgia",0,968,362,1446,1331,330,755,776,703,708,503,375,1354,1276,400,463,1063,687,843,555,459,586,505,529,478,968,405,1462,1340,143,607,502,797,866,235,220,1209,1341,566,614,990,835,844,643,687,796,546,646,647
"G1302170","2019","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,"05000US13217","Newton County, Georgia",111744,51085,3943,3244,4561,1441,1626,685,1315,1451,3752,3842,3008,3430,2762,3649,3678,1055,1326,929,1514,1824,932,699,419,60659,3467,6043,4814,1350,2169,710,660,2039,3572,4050,3150,4250,4263,4578,3891,1323,1940,1868,1098,2367,1670,500,887,"Newton County, Georgia",0,1576,1128,1052,1068,522,738,459,833,722,465,1756,921,1231,920,335,833,676,624,469,562,557,374,431,260,1576,1134,1486,1466,521,1483,582,788,1016,1056,443,1204,1230,1211,1034,811,628,656,733,657,728,481,354,509
"G1302230","2019","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,"05000US13223","Paulding County, Georgia",168667,82055,5422,3960,8590,4870,2500,1519,1001,2548,5055,4253,6181,6594,7559,5115,4748,2583,2090,1135,1755,2316,1517,558,186,86612,5087,5613,6719,3602,970,979,1141,3748,5300,5591,6329,6981,7390,6391,6215,2024,2116,1758,2101,2703,1209,1471,1174,"Paulding County, Georgia",0,915,455,1070,1081,760,675,847,723,817,602,382,1700,1289,1162,551,1163,1214,893,566,794,766,379,335,222,915,454,1252,1454,567,781,663,947,906,234,945,1448,1394,722,464,996,1022,1057,800,732,857,718,871,683
"G1302450","2019","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,"05000US13245","Richmond County, Georgia",202518,97708,6871,8033,4624,4023,3713,1764,1264,5485,9249,6878,5514,5673,5665,5200,4314,3493,3824,1068,2574,4197,2592,957,733,104810,6495,4690,7513,3714,3330,1742,1325,4244,8877,7965,6579,5508,5949,5935,6765,2725,3873,2347,3034,5183,2556,2206,2255,"Richmond County, Georgia",0,951,484,1121,1047,557,1486,1028,502,1695,359,200,1160,1237,432,352,990,867,1019,393,787,812,664,526,457,951,307,1528,1660,566,618,962,584,1183,432,580,1232,1160,570,248,1204,967,1148,771,814,919,555,616,634
"G1302470","2019","GA",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,,"05000US13247","Rockdale County, Georgia",90896,43515,2427,3484,3569,2224,1556,1530,717,1162,2531,1585,2523,2290,3190,2642,2949,1677,1256,1380,1130,1469,1092,877,255,47381,2146,1986,4276,1851,1201,1446,80,1017,3246,2650,3751,3184,3045,3302,3236,1892,1474,1195,1560,2060,834,852,1097,"Rockdale County, Georgia",0,1190,1044,870,840,712,862,701,546,607,1184,683,994,840,806,2,699,737,534,626,494,474,377,344,188,1190,785,889,922,367,676,619,146,570,543,594,1208,1012,340,232,856,793,668,561,577,530,412,388,484
"G1302550","2019","GA",,,"Georgia","13","Spalding County","255",,,,,,,,,,,,,,,,,,"05000US13255","Spalding County, Georgia",66703,33233,2472,4358,995,1650,577,1078,204,1392,1647,1764,1507,2115,1679,2137,2123,1144,1040,357,1236,1287,1136,850,485,33470,1619,2052,1936,560,1005,475,71,780,2575,1982,1747,1797,2982,2416,2438,859,1203,1221,734,1733,1022,1258,1005,"Spalding County, Georgia",0,1295,604,1393,588,1125,390,601,235,671,759,753,565,741,374,585,734,603,535,306,597,625,514,443,310,1295,570,999,765,469,548,341,121,681,742,1096,736,645,800,332,618,478,601,480,403,619,481,508,503
"G1302850","2019","GA",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,,"05000US13285","Troup County, Georgia",69922,32564,2254,2263,2270,1434,393,951,567,1251,2845,2803,1495,1977,1608,1736,2151,563,1383,1312,518,1252,986,298,254,37358,2214,2434,2402,1342,1043,500,281,1538,3494,2438,2409,2068,2092,2195,2662,1295,924,989,775,2109,770,605,779,"Troup County, Georgia",0,674,358,644,601,488,308,782,509,763,518,805,730,615,691,342,550,288,601,475,414,599,243,199,291,674,410,668,597,454,517,575,341,648,853,241,815,930,539,234,773,688,542,410,327,559,415,359,411
