GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APJME001,APJME002,APJME003,APJME004,APJME005,APJME006,APJME007,APJME008,APJME009,APJME010,APJME011,APJME012,APJME013,APJME014,APJME015,APJME016,APJME017,APJME018,APJME019,APJME020,APJME021,APJME022,APJME023,APJME024,APJME025,APJME026,APJME027,APJME028,APJME029,APJME030,APJME031,APJME032,APJME033,APJME034,APJME035,APJME036,APJME037,APJME038,APJME039,APJME040,APJME041,APJME042,APJME043,APJME044,APJME045,APJME046,APJME047,APJME048,APJME049,NAME_M,APJMM001,APJMM002,APJMM003,APJMM004,APJMM005,APJMM006,APJMM007,APJMM008,APJMM009,APJMM010,APJMM011,APJMM012,APJMM013,APJMM014,APJMM015,APJMM016,APJMM017,APJMM018,APJMM019,APJMM020,APJMM021,APJMM022,APJMM023,APJMM024,APJMM025,APJMM026,APJMM027,APJMM028,APJMM029,APJMM030,APJMM031,APJMM032,APJMM033,APJMM034,APJMM035,APJMM036,APJMM037,APJMM038,APJMM039,APJMM040,APJMM041,APJMM042,APJMM043,APJMM044,APJMM045,APJMM046,APJMM047,APJMM048,APJMM049
"G1500030","2022","HI",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,,"0500000US15003","15003","Honolulu County, Hawaii",995638,503323,28509,29840,30217,16399,11384,7922,8432,22894,36777,38181,34639,33786,28943,29908,28431,12673,17587,10710,15873,21911,17763,10514,10030,492315,27517,25881,30178,15458,10156,4930,5178,18958,31675,34071,32238,32069,27920,29039,28691,12811,17032,12686,17372,23706,21729,14951,18069,"Honolulu County, Hawaii",,574,435,1792,1799,252,253,1788,1469,1908,140,254,2266,2267,159,132,1867,1525,1580,1175,1438,1527,1325,1171,1089,574,459,1897,1880,279,541,1128,1138,1321,138,142,2025,1978,475,231,1668,1314,1337,1376,1512,1261,1443,1658,1550
"G1500070","2022","HI",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,,"0500000US15007","15007","Kauai County, Hawaii",73810,37484,2363,2349,2308,1697,1123,505,330,596,1879,2239,2531,2621,1976,2243,2322,859,1760,966,981,2795,1882,804,355,36326,1116,1783,2829,1072,1234,167,234,1235,1569,2011,2775,2045,2085,2374,2450,912,1550,1335,1187,2271,1971,1219,902,"Kauai County, Hawaii",,841,675,574,542,586,458,446,210,370,461,608,857,688,418,327,684,316,446,380,419,484,586,479,291,841,606,723,670,320,506,160,232,699,749,544,558,651,266,334,559,333,372,476,455,556,581,503,398
"G1500090","2022","HI",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,,"0500000US15009","15009","Maui County, Hawaii",164365,81915,4088,5251,5052,2848,1232,795,1090,1924,4586,4728,5696,6021,5435,5751,5918,1944,3216,2686,3840,4387,2421,1991,1015,82450,4578,4593,5141,2609,1680,958,468,2390,3705,5668,6422,5018,4676,5174,4882,2714,3524,2493,3090,5038,3603,1753,2273,"Maui County, Hawaii",58,774,389,975,985,580,221,600,644,667,422,416,1016,847,510,719,933,536,671,672,948,938,454,565,392,770,393,996,938,414,1004,664,383,765,532,784,889,858,277,412,786,616,702,745,728,757,671,532,566
"G1600010","2022","ID",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,,"0500000US16001","16001","Ada County, Idaho",518907,262625,13258,14306,19175,11377,7166,3676,3770,10683,18022,18958,16572,21674,17159,17382,15587,7261,7632,5201,8212,10770,7759,3578,3447,256282,12455,13972,17536,10760,6335,3164,2800,10350,16432,17498,17052,19327,15914,16053,15105,6219,9690,6194,9169,11457,8436,5510,4854,"Ada County, Idaho",,720,490,1392,1389,358,461,903,892,1267,429,514,1666,1661,381,479,1267,1117,1197,911,1173,1162,785,701,702,720,491,1329,1272,295,338,865,715,1257,613,277,1558,1564,296,316,1234,1014,1209,975,1092,1060,946,813,1012
"G1600050","2022","ID",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,,"0500000US16005","16005","Bannock County, Idaho",89517,43939,2661,3349,3020,2146,1363,376,314,2507,3240,3153,3230,3111,2569,2307,1357,888,2171,594,1652,1858,1204,491,378,45578,2820,3804,2900,1906,1207,564,1176,1688,2799,3288,3279,2965,2476,2220,2536,424,1925,1309,1516,1950,1220,557,1049,"Bannock County, Idaho",,668,450,583,623,296,253,292,278,400,304,319,680,706,250,223,471,406,441,418,464,445,236,229,177,668,593,812,719,284,190,271,488,467,211,481,625,636,284,215,643,263,664,530,525,558,396,247,434
"G1600190","2022","ID",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,,"0500000US16019","16019","Bonneville County, Idaho",129496,65041,4540,5501,5728,3146,1468,1079,279,2446,4904,4989,5188,4100,3671,2980,3151,1940,1879,1139,1687,2114,1499,1099,514,64455,4864,5735,5379,3536,1673,501,427,2311,4523,4663,3867,4597,3354,3238,3011,1232,2155,1050,2021,2355,1710,1497,756,"Bonneville County, Idaho",,635,67,563,552,303,137,561,217,620,480,558,1131,1011,540,189,1075,813,643,418,501,561,507,424,354,635,253,867,870,264,387,332,379,559,424,546,739,890,389,359,792,474,695,455,497,543,502,501,370
"G1600270","2022","ID",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,,"0500000US16027","16027","Canyon County, Idaho",251065,125654,8609,8632,10790,6155,3131,2028,1971,5272,8745,8835,7489,9301,7177,7240,6203,3285,3898,2151,3129,5587,3080,1964,982,125411,8008,10192,8347,5672,2581,2228,1714,5079,8637,9049,7847,8705,6941,6958,6883,2688,4143,2123,3683,6045,4292,1821,1775,"Canyon County, Idaho",,490,351,1251,1247,179,624,710,645,815,282,280,1383,1422,153,205,1077,922,904,620,705,798,534,503,377,490,221,1292,1282,200,306,802,636,1046,294,372,1078,1034,160,224,1058,685,1026,516,670,856,648,508,440
"G1600550","2022","ID",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,,"0500000US16055","16055","Kootenai County, Idaho",183578,91492,4811,6550,5586,3835,1922,982,1907,2313,5386,6274,6469,5949,5129,5743,6042,2517,2793,2549,3753,4416,3616,1352,1598,92086,4908,5614,5895,3232,1447,1078,808,3183,4695,6511,5664,6884,4697,5329,5141,2429,4511,2493,3686,5609,4173,1886,2213,"Kootenai County, Idaho",,692,305,895,903,235,241,599,790,647,275,539,970,1084,144,465,1017,731,945,739,642,817,739,567,744,692,446,1005,1083,228,104,624,528,880,213,570,1102,1113,116,287,899,661,1022,593,698,905,748,554,653
"G1600830","2022","ID",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,,"0500000US16083","16083","Twin Falls County, Idaho",93696,45303,2998,2617,3802,2231,1150,527,720,1595,2925,2703,2799,4052,2710,2346,2515,1640,1006,1091,1221,1833,885,1148,789,48393,2858,4214,4198,1725,1115,295,216,1956,3542,4404,2768,3182,2072,2417,2240,1312,1536,705,1105,2786,1560,837,1350,"Twin Falls County, Idaho",,744,309,715,639,584,451,425,505,498,471,404,761,803,459,282,763,654,519,475,414,505,460,569,397,744,310,976,902,205,548,329,219,521,726,786,791,703,125,516,692,584,602,406,451,539,543,440,576
"G1700190","2022","IL",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,,"0500000US17019","17019","Champaign County, Illinois",206542,101117,4638,5578,5269,2881,6609,3987,4037,10508,6859,6108,6800,5084,4807,5722,4258,1426,3234,1765,2382,4022,2881,1065,1197,105425,5834,4521,7164,2732,6821,3431,4562,8043,6911,5668,6434,5647,6059,4523,4351,3248,3180,2217,3364,3968,3032,1437,2278,"Champaign County, Illinois",,1528,794,1127,979,852,1106,1149,1549,2087,773,647,1099,1133,751,1062,745,510,636,563,619,720,728,412,383,1528,795,1622,1258,618,1570,1734,1447,2077,332,638,1303,1491,1016,664,1058,956,835,602,704,790,663,455,591
"G1700310","2022","IL",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,,"0500000US17031","17031","Cook County, Illinois",5109292,2496346,140296,142228,164792,97746,60427,27134,25731,110372,197227,202013,189966,166938,155670,158772,153932,59665,88588,53429,69414,97789,62839,36988,34390,2612946,135245,143024,152075,94206,58664,24819,28702,114481,199353,200469,180888,173900,156781,160784,155080,65289,97907,58101,85738,117024,92161,54301,63954,"Cook County, Illinois",,433,109,5365,5363,211,228,2708,3469,4537,406,284,6279,6390,342,104,5554,3876,4596,3527,3694,3889,3427,2857,2712,433,190,5545,5525,80,67,3039,3579,4665,290,315,6369,6345,236,101,5298,3966,4738,3546,4694,4378,4025,3876,4127
"G1700370","2022","IL",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,"0500000US17037","17037","DeKalb County, Illinois",100232,49430,3100,3396,2968,1964,2682,1553,1001,3655,2875,3471,3551,2318,2177,2710,2325,965,1746,747,1765,1542,1175,1140,604,50802,2141,3727,2304,1708,2613,1157,1943,2993,4711,2528,1981,3552,2917,2673,2676,951,1796,1265,1536,1750,1592,1307,981,"DeKalb County, Illinois",,1404,359,724,560,420,880,703,581,824,428,681,702,794,335,410,530,443,582,359,407,387,302,558,503,1404,400,786,604,297,1061,704,1104,1062,1104,331,473,842,522,432,501,373,572,443,455,423,566,504,346
"G1700430","2022","IL",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,"0500000US17043","17043","DuPage County, Illinois",920901,456409,25406,27809,30281,19054,11467,4875,4075,19539,28293,29460,34271,29926,28309,30266,30970,12391,17447,11181,14025,20104,12841,7849,6570,464492,24333,28634,26832,18042,11488,3970,4707,18184,26893,28397,31509,30449,27957,30259,32586,11523,19157,12210,15013,22718,17618,11164,10849,"DuPage County, Illinois",,120,95,2096,2094,108,417,1026,1159,1377,217,50,2177,2162,629,150,1850,1605,1552,1367,1696,1581,1173,1100,997,120,58,2239,2239,98,674,1039,1068,1293,2,73,2113,2086,54,150,1871,1464,1708,1536,1512,1717,1605,1326,1466
"G1700890","2022","IL",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,"0500000US17089","17089","Kane County, Illinois",514182,258142,15050,15463,19501,12407,7190,3185,3158,11121,15441,15570,16093,19113,16814,18437,16129,6488,10589,5550,7014,9804,6512,4014,3499,256040,14129,15074,18143,11704,6330,3630,4312,9552,14064,15245,15371,17595,16576,17421,16116,6836,9930,4227,8501,12018,8224,5913,5129,"Kane County, Illinois",,629,491,1721,1720,458,422,1034,1096,1515,731,622,1648,1598,398,943,1551,1162,1306,1243,1275,1263,888,1415,880,629,495,1716,1726,483,516,1045,1523,1271,450,4,1533,1308,555,466,1415,1392,1509,974,1338,1191,1141,1067,1012
"G1700910","2022","IL",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,"0500000US17091","17091","Kankakee County, Illinois",106074,52804,3357,3187,3684,2205,1632,735,699,2332,3270,3572,3714,2491,3117,3446,2458,1869,2254,1599,1989,1886,1752,938,618,53270,2544,3601,3206,2033,1519,1185,682,2696,2568,3343,2987,3533,3270,3040,3055,1937,2191,847,2070,2670,1857,1029,1407,"Kankakee County, Illinois",,558,541,624,689,281,411,409,421,499,624,449,691,623,483,519,569,577,576,585,537,529,392,314,446,558,518,797,983,505,526,646,466,756,467,438,765,804,388,380,728,599,518,308,586,695,509,389,421
"G1700930","2022","IL",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,"0500000US17093","17093","Kendall County, Illinois",137254,67853,4120,6059,4482,3489,2059,2240,477,2340,3491,6718,5109,4260,5281,3950,3709,880,1753,1186,2227,1411,1533,812,267,69401,4174,5388,5400,3688,1720,1243,1081,2045,3672,4714,4001,6610,5622,4210,3927,1689,1529,1609,1693,1595,1740,1096,955,"Kendall County, Illinois",,1046,359,1379,1271,665,864,1057,484,894,797,1458,1309,917,745,510,681,501,523,520,621,582,477,425,203,1046,299,1164,983,665,763,893,700,702,671,582,979,968,639,507,667,640,554,653,547,630,520,579,391
"G1700970","2022","IL",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,"0500000US17097","17097","Lake County, Illinois",709150,358544,19519,22431,25027,16998,12974,6107,5045,16572,21364,20111,21941,24494,22412,24311,25162,10174,11868,7970,10239,14398,9155,5830,4442,350606,17673,23619,21895,15057,9707,5326,3539,14495,19155,19417,22671,22218,22267,23887,24647,10217,12785,8328,10550,16200,11825,8640,6488,"Lake County, Illinois",,913,867,1625,1628,529,859,1278,1340,1745,136,4,1878,1775,604,99,1813,1499,1556,1037,1184,1307,1078,997,869,913,763,1862,1852,531,1029,1587,1072,1729,123,105,1732,1731,150,90,2057,1651,1700,1347,1326,1422,1277,1293,940
"G1700990","2022","IL",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,"0500000US17099","17099","LaSalle County, Illinois",108078,54676,2739,2984,3701,1942,990,376,615,2127,3986,3631,3833,2979,3097,3725,3909,2379,1858,1746,1817,2559,1591,1705,387,53402,2695,3416,3127,1925,1242,648,501,1465,3193,3103,3144,2569,3111,3567,3743,1734,2322,1637,1979,2816,2070,1858,1537,"LaSalle County, Illinois",,523,259,612,639,262,100,245,343,432,334,345,784,682,425,399,674,698,526,540,525,518,452,489,201,523,442,595,547,439,392,323,295,414,280,316,628,632,425,297,840,553,581,541,737,529,584,548,523
"G1701110","2022","IL",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,"0500000US17111","17111","McHenry County, Illinois",311747,156659,7851,9335,11130,7051,4594,1761,1782,6362,9193,8284,11211,10762,9608,11215,10957,5479,6272,3748,4773,6654,5090,2017,1530,155088,7542,8302,11053,6872,3384,1961,1158,5676,8683,9724,8892,10799,9558,10882,11976,4859,5617,4070,4963,7298,5958,3375,2486,"McHenry County, Illinois",,880,214,1174,1203,399,822,831,702,927,525,557,1539,1538,313,261,1206,997,1207,778,638,887,594,593,456,880,332,1394,1528,564,594,640,653,924,696,559,1130,1108,372,229,1303,876,1187,795,868,914,806,742,573
"G1701130","2022","IL",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,"0500000US17113","17113","McLean County, Illinois",171141,83389,4135,4649,6017,2669,3913,1722,2281,6258,5709,5631,4524,5740,4770,4662,5178,1764,2721,1907,1571,3282,1819,1114,1353,87752,4538,4195,5729,3746,4681,2923,4256,4247,5373,4986,4715,5096,4475,5115,4644,2136,3071,2042,2273,3730,2431,1158,2192,"McLean County, Illinois",,508,477,987,1068,208,1004,892,920,1312,745,726,919,1065,830,370,778,493,615,503,552,512,473,356,511,508,409,680,742,349,505,889,1171,1023,673,560,939,1007,430,537,790,600,637,676,543,694,498,408,572
"G1701150","2022","IL",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,"0500000US17115","17115","Macon County, Illinois",101483,49352,3449,3137,3425,2143,1361,422,366,2175,2718,3157,2944,2528,2904,2862,3043,1442,1911,1210,1472,2582,1455,1689,957,52131,2969,3026,2886,1714,1358,1068,732,1415,2925,2551,3051,3798,3053,2698,3232,1803,1823,1537,1647,3350,1936,2088,1471,"Macon County, Illinois",,554,453,725,678,310,336,224,268,455,536,493,571,663,417,454,568,555,467,458,431,478,511,455,341,554,310,648,629,360,503,575,430,504,465,249,665,809,362,353,591,496,539,428,485,538,483,621,497
"G1701190","2022","IL",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,"0500000US17119","17119","Madison County, Illinois",263864,128996,6979,8157,8183,5008,3638,1873,1189,5557,8162,8630,10268,6941,7218,7835,7735,4499,5670,3969,4136,5354,3623,2282,2090,134868,6542,7271,8325,5044,3295,1103,1203,6012,8064,8775,8863,8086,7884,8318,9846,3111,5312,3687,3405,8113,5536,3415,3658,"Madison County, Illinois",,565,312,1064,1032,411,566,745,520,914,264,56,1246,1246,294,378,1225,1032,1099,952,938,960,721,595,669,565,330,911,983,425,435,618,932,1105,359,279,1157,1196,405,265,1293,781,1159,932,703,1209,974,767,571
"G1701430","2022","IL",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,"0500000US17143","17143","Peoria County, Illinois",178383,88147,6131,6071,6430,4129,2116,2004,1135,2774,5715,5159,5732,5796,5026,5043,4658,1812,3734,2243,1632,4846,2690,1803,1468,90236,5154,5390,5612,3217,2191,1619,1097,4364,4788,5186,6614,4674,5093,5790,5380,2387,3242,1719,2969,5468,3706,1918,2658,"Peoria County, Illinois",,1177,1027,942,1036,512,383,842,511,928,932,676,947,1085,625,570,875,579,755,571,531,746,641,631,590,1177,948,962,997,529,438,1026,690,905,850,581,1193,903,786,490,989,572,817,580,617,729,701,584,449
"G1701610","2022","IL",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,"0500000US17161","17161","Rock Island County, Illinois",141527,70852,3894,5399,4203,3593,1144,821,1411,2544,4744,4296,4628,4455,3585,4520,3315,2192,3104,1519,1994,4266,2215,2322,688,70675,3670,4297,4360,1994,1632,731,940,2620,4442,5093,4215,3663,3799,4043,4433,2072,2367,2102,2918,4255,3018,2233,1778,"Rock Island County, Illinois",,830,697,856,946,363,34,429,815,834,691,650,889,700,393,887,637,557,654,397,541,608,676,624,354,830,698,790,840,363,292,461,701,688,649,804,917,909,451,490,839,518,553,604,636,682,776,612,745
"G1701630","2022","IL",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,"0500000US17163","17163","St. Clair County, Illinois",252671,122269,7187,6393,10677,4736,2938,2028,1584,3962,8056,7654,8177,8624,7004,7226,7984,3266,5131,3807,3422,5496,3944,1518,1455,130402,7036,7051,9519,5304,2622,1673,875,4610,8042,8308,8135,9695,7330,7911,9910,2880,4570,3550,3941,6994,3441,3212,3793,"St. Clair County, Illinois",,625,249,982,1111,103,160,733,499,763,607,426,1230,1253,265,210,1051,800,944,688,750,950,724,474,607,625,275,1409,1333,324,158,805,444,988,575,386,1444,1459,217,243,1093,756,963,832,928,1157,747,673,834
"G1701670","2022","IL",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,"0500000US17167","17167","Sangamon County, Illinois",194534,94448,5425,5426,6864,4652,2273,784,1144,4024,5371,6034,6665,5154,5701,5761,6751,2458,3533,2600,2991,4733,2394,1522,2188,100086,5157,6054,4854,3751,2115,1293,732,4039,5964,5793,6936,6137,5875,6189,6100,2647,4748,3157,3810,5411,3797,2931,2596,"Sangamon County, Illinois",,710,241,862,925,403,206,457,655,880,183,372,878,814,579,525,723,637,760,698,715,825,475,414,577,710,260,892,804,288,387,566,456,722,284,511,911,1214,651,513,799,751,964,868,812,910,679,620,704
"G1701790","2022","IL",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,"0500000US17179","17179","Tazewell County, Illinois",129911,64851,3081,3661,4882,3034,1597,496,1082,2128,3670,4056,4584,4382,4016,4224,3843,2311,2203,1622,2016,3355,2355,1070,1183,65060,2986,3262,4760,2546,1213,675,879,1670,3719,3780,4264,4323,3777,4119,3292,1790,3463,1644,2748,3425,3089,1720,1916,"Tazewell County, Illinois",,566,129,874,851,308,291,299,625,554,260,324,841,816,126,241,812,663,597,482,576,539,448,431,447,566,143,746,739,169,77,330,414,502,367,195,945,886,90,243,695,531,611,563,701,622,567,539,551
"G1701830","2022","IL",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,"0500000US17183","17183","Vermilion County, Illinois",72337,36179,2366,1696,2676,1607,633,511,499,1142,2204,2198,1583,2716,2442,2347,2351,937,1502,839,1302,1753,1141,1055,679,36158,2181,1989,2479,1641,542,968,77,935,1765,1950,2494,2379,1754,2073,2792,823,1384,787,1331,2189,2071,766,788,"Vermilion County, Illinois",,668,654,486,581,543,85,372,245,423,362,387,568,385,427,404,466,319,396,276,344,377,346,408,296,668,577,677,439,471,377,568,72,476,285,263,569,644,203,265,480,362,419,327,394,423,472,337,260
"G1701970","2022","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,"0500000US17197","17197","Will County, Illinois",696757,348498,19160,21576,25628,16615,8775,6437,5989,12309,21106,21784,21825,25855,23926,25805,23990,9408,12124,6501,8869,14819,7330,4975,3692,348259,18280,20436,25092,15958,8401,4167,3454,14576,20017,21144,22270,24546,23567,25222,24050,9635,11428,7736,9138,15117,9493,8326,6206,"Will County, Illinois",,132,18,2060,2065,60,416,1156,1350,1409,20,48,2133,2132,77,123,1620,1333,1497,988,1162,1402,849,783,807,132,44,1678,1680,63,66,1054,1120,1424,64,43,1659,1665,60,115,1742,1519,1336,1138,1032,1387,1073,1162,975
"G1701990","2022","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,"0500000US17199","17199","Williamson County, Illinois",66695,33506,1583,1759,2448,1310,649,339,243,1255,1919,2236,2295,2796,2012,2209,2245,752,1506,1091,1183,1325,976,736,639,33189,1583,2178,2015,1046,357,379,681,548,1781,2205,2709,1562,1931,2381,2306,670,1321,821,1646,1694,1325,1279,771,"Williamson County, Illinois",,341,130,507,530,129,447,288,214,518,270,186,553,586,179,190,435,440,481,483,407,376,394,367,323,341,159,489,498,45,263,327,463,355,160,222,539,514,154,201,406,315,413,416,469,449,398,353,356
"G1702010","2022","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,"0500000US17201","17201","Winnebago County, Illinois",282188,139952,9987,8344,10944,5846,2953,1502,1760,6338,8476,8653,8701,8060,7685,8821,7948,4999,4996,3658,4031,6930,4216,2865,2239,142236,6689,9610,8481,5562,3136,1369,890,6668,8723,9058,10214,6984,8023,8763,8327,4454,5969,3890,4670,7364,5140,3388,4864,"Winnebago County, Illinois",,463,417,1345,1330,190,593,701,715,1083,183,300,1141,1095,136,203,1103,1080,1002,818,843,964,741,812,699,463,438,973,950,176,475,725,456,793,188,251,979,1006,256,223,1018,1078,959,863,779,928,832,715,802
"G1800030","2022","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,"0500000US18003","18003","Allen County, Indiana",391449,192770,13569,12419,15800,8323,4421,2533,2351,8510,14400,13592,12857,11758,11560,11368,10138,4645,7447,3750,5891,7794,5936,1977,1731,198679,12811,12338,14796,8405,4599,3123,2595,7742,13795,14188,13160,11805,10604,11551,11179,4828,6651,4344,5591,9687,7813,3393,3681,"Allen County, Indiana",,329,61,1327,1323,271,602,703,641,937,680,44,1519,1648,1028,827,1296,1083,1260,925,891,886,653,571,536,329,68,1841,1722,652,558,861,903,1410,53,656,1573,1658,833,419,1254,951,1046,703,926,997,957,707,777
"G1800050","2022","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,"0500000US18005","18005","Bartholomew County, Indiana",83540,41119,2387,2861,2937,1278,1006,439,406,1776,2992,3724,1938,3239,2495,2494,2328,996,1306,854,1517,1732,652,1294,468,42421,2071,2492,3619,2204,1368,530,447,1338,2482,2462,3225,2497,2241,2377,3060,522,1739,737,1329,2189,1335,1138,1019,"Bartholomew County, Indiana",,1055,244,804,719,565,541,343,397,665,534,677,680,797,467,248,587,539,573,414,438,456,301,391,318,1055,270,751,592,723,713,392,393,779,336,326,760,896,188,167,751,333,615,352,420,534,435,407,470
"G1800110","2022","IN",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,"0500000US18011","18011","Boone County, Indiana",74164,36548,2443,2769,2574,1659,869,664,448,1239,1801,2274,3061,2246,2426,2444,2217,1571,773,665,1019,1553,721,817,295,37616,2056,3067,1846,1669,1061,451,186,1403,2148,2457,1933,3102,2429,2406,2793,1009,895,1000,941,1704,1702,588,770,"Boone County, Indiana",,539,305,601,589,124,518,540,429,652,114,287,720,662,261,219,628,640,432,302,386,425,361,361,206,539,224,580,543,238,618,309,196,477,298,357,588,644,256,246,812,579,497,472,387,564,666,399,374
